2004 Federal Election House of Representatives First Preferences By Candidate By Polling Place for VIC [12246 8/11/2005 11:07:54 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,220,Jagajaga,4186,Rosanna,14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",6,0.32
VIC,220,Jagajaga,4186,Rosanna,999,Informal,Informal,999,,,Informal,77,0.65
VIC,220,Jagajaga,31601,Special Hospital Team 1,14710,BARTON,Jennifer,1,,FFP,Family First,17,4.96
VIC,220,Jagajaga,31601,Special Hospital Team 1,14632,MACKLIN,Jenny,2,#,ALP,Australian Labor Party,150,-1.13
VIC,220,Jagajaga,31601,Special Hospital Team 1,14256,INMAN,Woody,3,,LP,Liberal,164,0.48
VIC,220,Jagajaga,31601,Special Hospital Team 1,14466,LELE,Stephen,4,,CEC,Citizens Electoral Council,2,-0.24
VIC,220,Jagajaga,31601,Special Hospital Team 1,15159,HAYWARD,Cate,5,,DEM,Democrats,3,-3.45
VIC,220,Jagajaga,31601,Special Hospital Team 1,15630,SCHOREL-HLAVKA,Gary,6,,ADP,The Aged and Disability Pensioners Party,3,0.87
VIC,220,Jagajaga,31601,Special Hospital Team 1,14973,ARDIN,Don,7,,GRN,Australian Greens,3,-0.98
VIC,220,Jagajaga,31601,Special Hospital Team 1,14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",1,0.29
VIC,220,Jagajaga,31601,Special Hospital Team 1,999,Informal,Informal,999,,,Informal,39,6.45
VIC,220,Jagajaga,12081,St Helena (Jagajaga),14710,BARTON,Jennifer,1,,FFP,Family First,108,2.83
VIC,220,Jagajaga,12081,St Helena (Jagajaga),14632,MACKLIN,Jenny,2,#,ALP,Australian Labor Party,1562,1.02
VIC,220,Jagajaga,12081,St Helena (Jagajaga),14256,INMAN,Woody,3,,LP,Liberal,1915,2.57
VIC,220,Jagajaga,12081,St Helena (Jagajaga),14466,LELE,Stephen,4,,CEC,Citizens Electoral Council,7,-0.03
VIC,220,Jagajaga,12081,St Helena (Jagajaga),15159,HAYWARD,Cate,5,,DEM,Democrats,45,-6.07
VIC,220,Jagajaga,12081,St Helena (Jagajaga),15630,SCHOREL-HLAVKA,Gary,6,,ADP,The Aged and Disability Pensioners Party,10,0.26
VIC,220,Jagajaga,12081,St Helena (Jagajaga),14973,ARDIN,Don,7,,GRN,Australian Greens,158,-0.26
VIC,220,Jagajaga,12081,St Helena (Jagajaga),14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",7,0.18
VIC,220,Jagajaga,12081,St Helena (Jagajaga),999,Informal,Informal,999,,,Informal,143,0.45
VIC,220,Jagajaga,4189,Viewbank,14710,BARTON,Jennifer,1,,FFP,Family First,74,2.55
VIC,220,Jagajaga,4189,Viewbank,14632,MACKLIN,Jenny,2,#,ALP,Australian Labor Party,1328,1.63
VIC,220,Jagajaga,4189,Viewbank,14256,INMAN,Woody,3,,LP,Liberal,1275,1.24
VIC,220,Jagajaga,4189,Viewbank,14466,LELE,Stephen,4,,CEC,Citizens Electoral Council,4,-0.19
VIC,220,Jagajaga,4189,Viewbank,15159,HAYWARD,Cate,5,,DEM,Democrats,31,-6.18
VIC,220,Jagajaga,4189,Viewbank,15630,SCHOREL-HLAVKA,Gary,6,,ADP,The Aged and Disability Pensioners Party,6,0.21
VIC,220,Jagajaga,4189,Viewbank,14973,ARDIN,Don,7,,GRN,Australian Greens,167,0.69
VIC,220,Jagajaga,4189,Viewbank,14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",16,0.55
VIC,220,Jagajaga,4189,Viewbank,999,Informal,Informal,999,,,Informal,143,0.18
VIC,220,Jagajaga,3406,Warrandyte North,14710,BARTON,Jennifer,1,,FFP,Family First,22,1.57
VIC,220,Jagajaga,3406,Warrandyte North,14632,MACKLIN,Jenny,2,#,ALP,Australian Labor Party,476,5.27
VIC,220,Jagajaga,3406,Warrandyte North,14256,INMAN,Woody,3,,LP,Liberal,570,-2.04
VIC,220,Jagajaga,3406,Warrandyte North,14466,LELE,Stephen,4,,CEC,Citizens Electoral Council,0,0
VIC,220,Jagajaga,3406,Warrandyte North,15159,HAYWARD,Cate,5,,DEM,Democrats,19,-3.94
VIC,220,Jagajaga,3406,Warrandyte North,15630,SCHOREL-HLAVKA,Gary,6,,ADP,The Aged and Disability Pensioners Party,1,0.07
VIC,220,Jagajaga,3406,Warrandyte North,14973,ARDIN,Don,7,,GRN,Australian Greens,304,0.65
VIC,220,Jagajaga,3406,Warrandyte North,14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",5,0.36
VIC,220,Jagajaga,3406,Warrandyte North,999,Informal,Informal,999,,,Informal,28,-0.62
VIC,220,Jagajaga,4191,Watsonia,14710,BARTON,Jennifer,1,,FFP,Family First,63,2.66
VIC,220,Jagajaga,4191,Watsonia,14632,MACKLIN,Jenny,2,#,ALP,Australian Labor Party,1115,-3.33
VIC,220,Jagajaga,4191,Watsonia,14256,INMAN,Woody,3,,LP,Liberal,968,4.15
VIC,220,Jagajaga,4191,Watsonia,14466,LELE,Stephen,4,,CEC,Citizens Electoral Council,4,-0.33
VIC,220,Jagajaga,4191,Watsonia,15159,HAYWARD,Cate,5,,DEM,Democrats,32,-5.43
VIC,220,Jagajaga,4191,Watsonia,15630,SCHOREL-HLAVKA,Gary,6,,ADP,The Aged and Disability Pensioners Party,4,0.17
VIC,220,Jagajaga,4191,Watsonia,14973,ARDIN,Don,7,,GRN,Australian Greens,136,0.99
VIC,220,Jagajaga,4191,Watsonia,14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",49,2.07
VIC,220,Jagajaga,4191,Watsonia,999,Informal,Informal,999,,,Informal,141,1.32
VIC,220,Jagajaga,4192,Watsonia Central,14710,BARTON,Jennifer,1,,FFP,Family First,29,3.31
VIC,220,Jagajaga,4192,Watsonia Central,14632,MACKLIN,Jenny,2,#,ALP,Australian Labor Party,472,0.16
VIC,220,Jagajaga,4192,Watsonia Central,14256,INMAN,Woody,3,,LP,Liberal,318,1.54
VIC,220,Jagajaga,4192,Watsonia Central,14466,LELE,Stephen,4,,CEC,Citizens Electoral Council,2,0.03
VIC,220,Jagajaga,4192,Watsonia Central,15159,HAYWARD,Cate,5,,DEM,Democrats,10,-4.26
VIC,220,Jagajaga,4192,Watsonia Central,15630,SCHOREL-HLAVKA,Gary,6,,ADP,The Aged and Disability Pensioners Party,5,0.57
VIC,220,Jagajaga,4192,Watsonia Central,14973,ARDIN,Don,7,,GRN,Australian Greens,35,-0.89
VIC,220,Jagajaga,4192,Watsonia Central,14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",5,0.57
VIC,220,Jagajaga,4192,Watsonia Central,999,Informal,Informal,999,,,Informal,50,1.39
VIC,220,Jagajaga,4194,Watsonia South,14710,BARTON,Jennifer,1,,FFP,Family First,22,1.82
VIC,220,Jagajaga,4194,Watsonia South,14632,MACKLIN,Jenny,2,#,ALP,Australian Labor Party,667,0.23
VIC,220,Jagajaga,4194,Watsonia South,14256,INMAN,Woody,3,,LP,Liberal,426,-0.64
VIC,220,Jagajaga,4194,Watsonia South,14466,LELE,Stephen,4,,CEC,Citizens Electoral Council,3,-0.09
VIC,220,Jagajaga,4194,Watsonia South,15159,HAYWARD,Cate,5,,DEM,Democrats,10,-3.48
VIC,220,Jagajaga,4194,Watsonia South,15630,SCHOREL-HLAVKA,Gary,6,,ADP,The Aged and Disability Pensioners Party,6,0.5
VIC,220,Jagajaga,4194,Watsonia South,14973,ARDIN,Don,7,,GRN,Australian Greens,45,0.6
VIC,220,Jagajaga,4194,Watsonia South,14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",27,2.24
VIC,220,Jagajaga,4194,Watsonia South,999,Informal,Informal,999,,,Informal,47,0.48
VIC,220,Jagajaga,4195,Yallambie,14710,BARTON,Jennifer,1,,FFP,Family First,51,2.08
VIC,220,Jagajaga,4195,Yallambie,14632,MACKLIN,Jenny,2,#,ALP,Australian Labor Party,1017,1.97
VIC,220,Jagajaga,4195,Yallambie,14256,INMAN,Woody,3,,LP,Liberal,1220,1.23
VIC,220,Jagajaga,4195,Yallambie,14466,LELE,Stephen,4,,CEC,Citizens Electoral Council,4,0.08
VIC,220,Jagajaga,4195,Yallambie,15159,HAYWARD,Cate,5,,DEM,Democrats,29,-6.33
VIC,220,Jagajaga,4195,Yallambie,15630,SCHOREL-HLAVKA,Gary,6,,ADP,The Aged and Disability Pensioners Party,6,0.24
VIC,220,Jagajaga,4195,Yallambie,14973,ARDIN,Don,7,,GRN,Australian Greens,95,0.64
VIC,220,Jagajaga,4195,Yallambie,14263,MINSTER,Barry,8,,VET,"Ex-Service, Service & Veterans Party",27,1.1
VIC,220,Jagajaga,4195,Yallambie,999,Informal,Informal,999,,,Informal,104,0.09
VIC,221,Kooyong,4198,Auburn,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,13,0.83
VIC,221,Kooyong,4198,Auburn,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,202,1.84
VIC,221,Kooyong,4198,Auburn,14282,GEORGIOU,Petro,3,#,LP,Liberal,744,-0.84
VIC,221,Kooyong,4198,Auburn,14832,LAIDLER,John,4,,FFP,Family First,15,0.96
VIC,221,Kooyong,4198,Auburn,15167,DETTMAN,Mary,5,,DEM,Democrats,35,-4.43
VIC,221,Kooyong,4198,Auburn,14676,WILSON,Tom,6,,ALP,Australian Labor Party,549,1.64
VIC,221,Kooyong,4198,Auburn,999,Informal,Informal,999,,,Informal,50,-1.09
VIC,221,Kooyong,4199,Auburn North,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,11,0.39
VIC,221,Kooyong,4199,Auburn North,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,442,3.37
VIC,221,Kooyong,4199,Auburn North,14282,GEORGIOU,Petro,3,#,LP,Liberal,1363,-0.76
VIC,221,Kooyong,4199,Auburn North,14832,LAIDLER,John,4,,FFP,Family First,20,0.71
VIC,221,Kooyong,4199,Auburn North,15167,DETTMAN,Mary,5,,DEM,Democrats,65,-7.26
VIC,221,Kooyong,4199,Auburn North,14676,WILSON,Tom,6,,ALP,Australian Labor Party,903,3.54
VIC,221,Kooyong,4199,Auburn North,999,Informal,Informal,999,,,Informal,77,0.14
VIC,221,Kooyong,3918,Auburn South,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,12,0.38
VIC,221,Kooyong,3918,Auburn South,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,368,0.59
VIC,221,Kooyong,3918,Auburn South,14282,GEORGIOU,Petro,3,#,LP,Liberal,1911,1.03
VIC,221,Kooyong,3918,Auburn South,14832,LAIDLER,John,4,,FFP,Family First,38,1.19
VIC,221,Kooyong,3918,Auburn South,15167,DETTMAN,Mary,5,,DEM,Democrats,64,-6.29
VIC,221,Kooyong,3918,Auburn South,14676,WILSON,Tom,6,,ALP,Australian Labor Party,806,3.11
VIC,221,Kooyong,3918,Auburn South,999,Informal,Informal,999,,,Informal,92,0.49
VIC,221,Kooyong,4200,Balwyn,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,12,0.51
VIC,221,Kooyong,4200,Balwyn,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,229,-0.07
VIC,221,Kooyong,4200,Balwyn,14282,GEORGIOU,Petro,3,#,LP,Liberal,1420,-0.02
VIC,221,Kooyong,4200,Balwyn,14832,LAIDLER,John,4,,FFP,Family First,55,2.33
VIC,221,Kooyong,4200,Balwyn,15167,DETTMAN,Mary,5,,DEM,Democrats,28,-4.55
VIC,221,Kooyong,4200,Balwyn,14676,WILSON,Tom,6,,ALP,Australian Labor Party,617,1.8
VIC,221,Kooyong,4200,Balwyn,999,Informal,Informal,999,,,Informal,93,1.08
VIC,221,Kooyong,4201,Balwyn Central,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,5,0.33
VIC,221,Kooyong,4201,Balwyn Central,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,156,2.69
VIC,221,Kooyong,4201,Balwyn Central,14282,GEORGIOU,Petro,3,#,LP,Liberal,861,-3.8
VIC,221,Kooyong,4201,Balwyn Central,14832,LAIDLER,John,4,,FFP,Family First,32,2.11
VIC,221,Kooyong,4201,Balwyn Central,15167,DETTMAN,Mary,5,,DEM,Democrats,21,-4.96
VIC,221,Kooyong,4201,Balwyn Central,14676,WILSON,Tom,6,,ALP,Australian Labor Party,445,3.63
VIC,221,Kooyong,4201,Balwyn Central,999,Informal,Informal,999,,,Informal,55,0.64
VIC,221,Kooyong,4203,Balwyn North,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,16,0.6
VIC,221,Kooyong,4203,Balwyn North,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,212,-0.52
VIC,221,Kooyong,4203,Balwyn North,14282,GEORGIOU,Petro,3,#,LP,Liberal,1437,0.86
VIC,221,Kooyong,4203,Balwyn North,14832,LAIDLER,John,4,,FFP,Family First,39,1.47
VIC,221,Kooyong,4203,Balwyn North,15167,DETTMAN,Mary,5,,DEM,Democrats,42,-4.38
VIC,221,Kooyong,4203,Balwyn North,14676,WILSON,Tom,6,,ALP,Australian Labor Party,900,1.96
VIC,221,Kooyong,4203,Balwyn North,999,Informal,Informal,999,,,Informal,112,1.13
VIC,221,Kooyong,4204,Balwyn North Central,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,6,0.39
VIC,221,Kooyong,4204,Balwyn North Central,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,112,0.4
VIC,221,Kooyong,4204,Balwyn North Central,14282,GEORGIOU,Petro,3,#,LP,Liberal,964,-0.06
VIC,221,Kooyong,4204,Balwyn North Central,14832,LAIDLER,John,4,,FFP,Family First,23,1.5
VIC,221,Kooyong,4204,Balwyn North Central,15167,DETTMAN,Mary,5,,DEM,Democrats,24,-5.04
VIC,221,Kooyong,4204,Balwyn North Central,14676,WILSON,Tom,6,,ALP,Australian Labor Party,402,2.82
VIC,221,Kooyong,4204,Balwyn North Central,999,Informal,Informal,999,,,Informal,60,0.16
VIC,221,Kooyong,4205,Balwyn North East,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,14,0.38
VIC,221,Kooyong,4205,Balwyn North East,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,357,0.14
VIC,221,Kooyong,4205,Balwyn North East,14282,GEORGIOU,Petro,3,#,LP,Liberal,2103,0.28
VIC,221,Kooyong,4205,Balwyn North East,14832,LAIDLER,John,4,,FFP,Family First,79,2.12
VIC,221,Kooyong,4205,Balwyn North East,15167,DETTMAN,Mary,5,,DEM,Democrats,68,-4.62
VIC,221,Kooyong,4205,Balwyn North East,14676,WILSON,Tom,6,,ALP,Australian Labor Party,1100,1.7
VIC,221,Kooyong,4205,Balwyn North East,999,Informal,Informal,999,,,Informal,152,1.03
VIC,221,Kooyong,4206,Balwyn North West,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,7,0.52
VIC,221,Kooyong,4206,Balwyn North West,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,126,0.4
VIC,221,Kooyong,4206,Balwyn North West,14282,GEORGIOU,Petro,3,#,LP,Liberal,787,0.92
VIC,221,Kooyong,4206,Balwyn North West,14832,LAIDLER,John,4,,FFP,Family First,10,0.74
VIC,221,Kooyong,4206,Balwyn North West,15167,DETTMAN,Mary,5,,DEM,Democrats,15,-3.72
VIC,221,Kooyong,4206,Balwyn North West,14676,WILSON,Tom,6,,ALP,Australian Labor Party,403,1.14
VIC,221,Kooyong,4206,Balwyn North West,999,Informal,Informal,999,,,Informal,49,0.15
VIC,221,Kooyong,4207,Balwyn West,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,13,0.71
VIC,221,Kooyong,4207,Balwyn West,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,173,-1.34
VIC,221,Kooyong,4207,Balwyn West,14282,GEORGIOU,Petro,3,#,LP,Liberal,1020,4.2
VIC,221,Kooyong,4207,Balwyn West,14832,LAIDLER,John,4,,FFP,Family First,22,1.2
VIC,221,Kooyong,4207,Balwyn West,15167,DETTMAN,Mary,5,,DEM,Democrats,39,-5.3
VIC,221,Kooyong,4207,Balwyn West,14676,WILSON,Tom,6,,ALP,Australian Labor Party,560,0.52
VIC,221,Kooyong,4207,Balwyn West,999,Informal,Informal,999,,,Informal,71,0.91
VIC,221,Kooyong,4208,Boroondara,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,14,0.65
VIC,221,Kooyong,4208,Boroondara,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,199,1.73
VIC,221,Kooyong,4208,Boroondara,14282,GEORGIOU,Petro,3,#,LP,Liberal,1183,-1.2
VIC,221,Kooyong,4208,Boroondara,14832,LAIDLER,John,4,,FFP,Family First,20,0.93
VIC,221,Kooyong,4208,Boroondara,15167,DETTMAN,Mary,5,,DEM,Democrats,28,-5.35
VIC,221,Kooyong,4208,Boroondara,14676,WILSON,Tom,6,,ALP,Australian Labor Party,711,3.24
VIC,221,Kooyong,4208,Boroondara,999,Informal,Informal,999,,,Informal,80,1.07
VIC,221,Kooyong,4209,Camberwell East,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,3,0.3
VIC,221,Kooyong,4209,Camberwell East,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,115,3.77
VIC,221,Kooyong,4209,Camberwell East,14282,GEORGIOU,Petro,3,#,LP,Liberal,635,1.03
VIC,221,Kooyong,4209,Camberwell East,14832,LAIDLER,John,4,,FFP,Family First,16,1.58
VIC,221,Kooyong,4209,Camberwell East,15167,DETTMAN,Mary,5,,DEM,Democrats,11,-7.7
VIC,221,Kooyong,4209,Camberwell East,14676,WILSON,Tom,6,,ALP,Australian Labor Party,235,1.02
VIC,221,Kooyong,4209,Camberwell East,999,Informal,Informal,999,,,Informal,25,0.66
VIC,221,Kooyong,4210,Camberwell North,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,6,0.32
VIC,221,Kooyong,4210,Camberwell North,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,229,3.31
VIC,221,Kooyong,4210,Camberwell North,14282,GEORGIOU,Petro,3,#,LP,Liberal,1163,-2.68
VIC,221,Kooyong,4210,Camberwell North,14832,LAIDLER,John,4,,FFP,Family First,24,1.28
VIC,221,Kooyong,4210,Camberwell North,15167,DETTMAN,Mary,5,,DEM,Democrats,28,-6.48
VIC,221,Kooyong,4210,Camberwell North,14676,WILSON,Tom,6,,ALP,Australian Labor Party,422,4.26
VIC,221,Kooyong,4210,Camberwell North,999,Informal,Informal,999,,,Informal,48,0.42
VIC,221,Kooyong,4212,Canterbury North,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,8,0.49
VIC,221,Kooyong,4212,Canterbury North,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,225,3.1
VIC,221,Kooyong,4212,Canterbury North,14282,GEORGIOU,Petro,3,#,LP,Liberal,883,-0.61
VIC,221,Kooyong,4212,Canterbury North,14832,LAIDLER,John,4,,FFP,Family First,29,1.76
VIC,221,Kooyong,4212,Canterbury North,15167,DETTMAN,Mary,5,,DEM,Democrats,24,-7.12
VIC,221,Kooyong,4212,Canterbury North,14676,WILSON,Tom,6,,ALP,Australian Labor Party,476,2.39
VIC,221,Kooyong,4212,Canterbury North,999,Informal,Informal,999,,,Informal,40,0.23
VIC,221,Kooyong,4213,Canterbury South,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,11,0.38
VIC,221,Kooyong,4213,Canterbury South,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,415,1.38
VIC,221,Kooyong,4213,Canterbury South,14282,GEORGIOU,Petro,3,#,LP,Liberal,1537,-1.79
VIC,221,Kooyong,4213,Canterbury South,14832,LAIDLER,John,4,,FFP,Family First,37,1.26
VIC,221,Kooyong,4213,Canterbury South,15167,DETTMAN,Mary,5,,DEM,Democrats,48,-6.15
VIC,221,Kooyong,4213,Canterbury South,14676,WILSON,Tom,6,,ALP,Australian Labor Party,878,4.92
VIC,221,Kooyong,4213,Canterbury South,999,Informal,Informal,999,,,Informal,73,0.23
VIC,221,Kooyong,3427,Chatham,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,8,0.51
VIC,221,Kooyong,3427,Chatham,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,199,1.04
VIC,221,Kooyong,3427,Chatham,14282,GEORGIOU,Petro,3,#,LP,Liberal,824,0.38
VIC,221,Kooyong,3427,Chatham,14832,LAIDLER,John,4,,FFP,Family First,38,2.4
VIC,221,Kooyong,3427,Chatham,15167,DETTMAN,Mary,5,,DEM,Democrats,21,-6.92
VIC,221,Kooyong,3427,Chatham,14676,WILSON,Tom,6,,ALP,Australian Labor Party,491,2.6
VIC,221,Kooyong,3427,Chatham,999,Informal,Informal,999,,,Informal,33,0.19
VIC,221,Kooyong,4214,Cotham,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,7,0.33
VIC,221,Kooyong,4214,Cotham,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,238,0.91
VIC,221,Kooyong,4214,Cotham,14282,GEORGIOU,Petro,3,#,LP,Liberal,1351,-1.58
VIC,221,Kooyong,4214,Cotham,14832,LAIDLER,John,4,,FFP,Family First,28,1.3
VIC,221,Kooyong,4214,Cotham,15167,DETTMAN,Mary,5,,DEM,Democrats,29,-6.15
VIC,221,Kooyong,4214,Cotham,14676,WILSON,Tom,6,,ALP,Australian Labor Party,495,5.19
VIC,221,Kooyong,4214,Cotham,999,Informal,Informal,999,,,Informal,58,-0.1
VIC,221,Kooyong,4215,Deepdene,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,3,0.24
VIC,221,Kooyong,4215,Deepdene,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,148,0.93
VIC,221,Kooyong,4215,Deepdene,14282,GEORGIOU,Petro,3,#,LP,Liberal,741,-3.01
VIC,221,Kooyong,4215,Deepdene,14832,LAIDLER,John,4,,FFP,Family First,21,1.69
VIC,221,Kooyong,4215,Deepdene,15167,DETTMAN,Mary,5,,DEM,Democrats,11,-5.83
VIC,221,Kooyong,4215,Deepdene,14676,WILSON,Tom,6,,ALP,Australian Labor Party,319,5.96
VIC,221,Kooyong,4215,Deepdene,999,Informal,Informal,999,,,Informal,31,0.54
VIC,221,Kooyong,4217,Glenferrie,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,13,0.49
VIC,221,Kooyong,4217,Glenferrie,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,456,2.44
VIC,221,Kooyong,4217,Glenferrie,14282,GEORGIOU,Petro,3,#,LP,Liberal,1222,-1.18
VIC,221,Kooyong,4217,Glenferrie,14832,LAIDLER,John,4,,FFP,Family First,38,1.43
VIC,221,Kooyong,4217,Glenferrie,15167,DETTMAN,Mary,5,,DEM,Democrats,49,-8.41
VIC,221,Kooyong,4217,Glenferrie,14676,WILSON,Tom,6,,ALP,Australian Labor Party,881,5.22
VIC,221,Kooyong,4217,Glenferrie,999,Informal,Informal,999,,,Informal,68,-0.11
VIC,221,Kooyong,4218,Glenferrie Central,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,6,0.42
VIC,221,Kooyong,4218,Glenferrie Central,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,244,2.92
VIC,221,Kooyong,4218,Glenferrie Central,14282,GEORGIOU,Petro,3,#,LP,Liberal,678,-1.18
VIC,221,Kooyong,4218,Glenferrie Central,14832,LAIDLER,John,4,,FFP,Family First,12,0.84
VIC,221,Kooyong,4218,Glenferrie Central,15167,DETTMAN,Mary,5,,DEM,Democrats,34,-7.99
VIC,221,Kooyong,4218,Glenferrie Central,14676,WILSON,Tom,6,,ALP,Australian Labor Party,455,4.99
VIC,221,Kooyong,4218,Glenferrie Central,999,Informal,Informal,999,,,Informal,40,0.18
VIC,221,Kooyong,4220,Glenferrie South,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,8,0.63
VIC,221,Kooyong,4220,Glenferrie South,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,124,-1.31
VIC,221,Kooyong,4220,Glenferrie South,14282,GEORGIOU,Petro,3,#,LP,Liberal,831,1.7
VIC,221,Kooyong,4220,Glenferrie South,14832,LAIDLER,John,4,,FFP,Family First,11,0.87
VIC,221,Kooyong,4220,Glenferrie South,15167,DETTMAN,Mary,5,,DEM,Democrats,23,-5.57
VIC,221,Kooyong,4220,Glenferrie South,14676,WILSON,Tom,6,,ALP,Australian Labor Party,274,3.69
VIC,221,Kooyong,4220,Glenferrie South,999,Informal,Informal,999,,,Informal,33,0.13
VIC,221,Kooyong,3431,Hartwell,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,7,0.35
VIC,221,Kooyong,3431,Hartwell,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,235,0.48
VIC,221,Kooyong,3431,Hartwell,14282,GEORGIOU,Petro,3,#,LP,Liberal,1011,1.29
VIC,221,Kooyong,3431,Hartwell,14832,LAIDLER,John,4,,FFP,Family First,27,1.36
VIC,221,Kooyong,3431,Hartwell,15167,DETTMAN,Mary,5,,DEM,Democrats,28,-6.01
VIC,221,Kooyong,3431,Hartwell,14676,WILSON,Tom,6,,ALP,Australian Labor Party,676,2.52
VIC,221,Kooyong,3431,Hartwell,999,Informal,Informal,999,,,Informal,53,-0.01
VIC,221,Kooyong,4222,Hawthorn,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,16,0.61
VIC,221,Kooyong,4222,Hawthorn,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,429,2.66
VIC,221,Kooyong,4222,Hawthorn,14282,GEORGIOU,Petro,3,#,LP,Liberal,1271,-1.95
VIC,221,Kooyong,4222,Hawthorn,14832,LAIDLER,John,4,,FFP,Family First,31,1.17
VIC,221,Kooyong,4222,Hawthorn,15167,DETTMAN,Mary,5,,DEM,Democrats,56,-6.21
VIC,221,Kooyong,4222,Hawthorn,14676,WILSON,Tom,6,,ALP,Australian Labor Party,838,3.71
VIC,221,Kooyong,4222,Hawthorn,999,Informal,Informal,999,,,Informal,91,0.2
VIC,221,Kooyong,3432,Highfield Park,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,5,0.27
VIC,221,Kooyong,3432,Highfield Park,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,202,0.08
VIC,221,Kooyong,3432,Highfield Park,14282,GEORGIOU,Petro,3,#,LP,Liberal,1036,2.89
VIC,221,Kooyong,3432,Highfield Park,14832,LAIDLER,John,4,,FFP,Family First,18,0.96
VIC,221,Kooyong,3432,Highfield Park,15167,DETTMAN,Mary,5,,DEM,Democrats,29,-6.62
VIC,221,Kooyong,3432,Highfield Park,14676,WILSON,Tom,6,,ALP,Australian Labor Party,590,2.42
VIC,221,Kooyong,3432,Highfield Park,999,Informal,Informal,999,,,Informal,53,0.5
VIC,221,Kooyong,4223,Hyde Park,14523,REED,Andrew,1,,CEC,Citizens Electoral Council,5,0.42
VIC,221,Kooyong,4223,Hyde Park,15013,CAMPBELL,Peter,2,,GRN,Australian Greens,174,2.46
VIC,221,Kooyong,4223,Hyde Park,14282,GEORGIOU,Petro,3,#,LP,Liberal,579,-0.53
VIC,221,Kooyong,4223,Hyde Park,14832,LAIDLER,John,4,,FFP,Family First,13,1.08
VIC,221,Kooyong,4223,Hyde Park,15167,DETTMAN,Mary,5,,DEM,Democrats,25,-6.27
VIC,221,Kooyong,4223,Hyde Park,14676,WILSON,Tom,6,,ALP,Australian Labor Party,407,2.85
VIC,221,Kooyong,4223,Hyde Park,999,Informal,Informal,999,,,Informal,47,0.16
