2004 Federal Election House of Representatives First Preferences By Candidate By Polling Place for VIC [12246 8/11/2005 11:07:54 PM]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,197,Aston,2966,Watersedge,14255,PEARCE,Chris,4,#,LP,Liberal,706,6.54
VIC,197,Aston,2966,Watersedge,14647,MORGAN,Paul,5,,ALP,Australian Labor Party,345,-3.68
VIC,197,Aston,2966,Watersedge,15463,BREWER,Nevil,6,,NGST,No GST,8,0.68
VIC,197,Aston,2966,Watersedge,15161,AYLIFFE,Nahum,7,,DEM,Democrats,13,-7.19
VIC,197,Aston,2966,Watersedge,999,Informal,Informal,999,,,Informal,38,0.6
VIC,197,Aston,3584,Weeden Heights,14486,MITCHELL,Doug,1,,CEC,Citizens Electoral Council,12,0.24
VIC,197,Aston,3584,Weeden Heights,15032,ABSON,Michael,2,,GRN,Australian Greens,131,2.13
VIC,197,Aston,3584,Weeden Heights,14771,NATHAN,Peter,3,,FFP,Family First,57,2.46
VIC,197,Aston,3584,Weeden Heights,14255,PEARCE,Chris,4,#,LP,Liberal,1322,2.36
VIC,197,Aston,3584,Weeden Heights,14647,MORGAN,Paul,5,,ALP,Australian Labor Party,761,-1.74
VIC,197,Aston,3584,Weeden Heights,15463,BREWER,Nevil,6,,NGST,No GST,17,0.73
VIC,197,Aston,3584,Weeden Heights,15161,AYLIFFE,Nahum,7,,DEM,Democrats,19,-5.25
VIC,197,Aston,3584,Weeden Heights,999,Informal,Informal,999,,,Informal,86,0.18
VIC,198,Ballarat,2977,Alfredton,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,342,0.23
VIC,198,Ballarat,2977,Alfredton,15038,KELLY,Tony,2,,GRN,Australian Greens,23,-0.31
VIC,198,Ballarat,2977,Alfredton,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,8,1.19
VIC,198,Ballarat,2977,Alfredton,14638,KING,Catherine,4,#,ALP,Australian Labor Party,288,2.14
VIC,198,Ballarat,2977,Alfredton,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,1,0.15
VIC,198,Ballarat,2977,Alfredton,14862,ADAMEK,Vlad,6,,FFP,Family First,13,1.93
VIC,198,Ballarat,2977,Alfredton,999,Informal,Informal,999,,,Informal,27,0.76
VIC,198,Ballarat,2978,Alfredton West,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,1497,1.24
VIC,198,Ballarat,2978,Alfredton West,15038,KELLY,Tony,2,,GRN,Australian Greens,96,-0.02
VIC,198,Ballarat,2978,Alfredton West,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,21,0.83
VIC,198,Ballarat,2978,Alfredton West,14638,KING,Catherine,4,#,ALP,Australian Labor Party,856,2.52
VIC,198,Ballarat,2978,Alfredton West,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,3,0.12
VIC,198,Ballarat,2978,Alfredton West,14862,ADAMEK,Vlad,6,,FFP,Family First,44,1.75
VIC,198,Ballarat,2978,Alfredton West,999,Informal,Informal,999,,,Informal,83,0.94
VIC,198,Ballarat,2983,Ascot,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,122,6.73
VIC,198,Ballarat,2983,Ascot,15038,KELLY,Tony,2,,GRN,Australian Greens,5,-2.49
VIC,198,Ballarat,2983,Ascot,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,5,3.14
VIC,198,Ballarat,2983,Ascot,14638,KING,Catherine,4,#,ALP,Australian Labor Party,25,-2.41
VIC,198,Ballarat,2983,Ascot,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,1,0.63
VIC,198,Ballarat,2983,Ascot,14862,ADAMEK,Vlad,6,,FFP,Family First,1,0.63
VIC,198,Ballarat,2983,Ascot,999,Informal,Informal,999,,,Informal,4,-0.58
VIC,198,Ballarat,3252,Bacchus Marsh,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,1919,3.39
VIC,198,Ballarat,3252,Bacchus Marsh,15038,KELLY,Tony,2,,GRN,Australian Greens,258,-0.17
VIC,198,Ballarat,3252,Bacchus Marsh,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,60,1.47
VIC,198,Ballarat,3252,Bacchus Marsh,14638,KING,Catherine,4,#,ALP,Australian Labor Party,1776,1.39
VIC,198,Ballarat,3252,Bacchus Marsh,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,6,0.15
VIC,198,Ballarat,3252,Bacchus Marsh,14862,ADAMEK,Vlad,6,,FFP,Family First,72,1.76
VIC,198,Ballarat,3252,Bacchus Marsh,999,Informal,Informal,999,,,Informal,194,0.11
VIC,198,Ballarat,3253,Ballan,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,731,7.01
VIC,198,Ballarat,3253,Ballan,15038,KELLY,Tony,2,,GRN,Australian Greens,87,-1.71
VIC,198,Ballarat,3253,Ballan,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,22,1.32
VIC,198,Ballarat,3253,Ballan,14638,KING,Catherine,4,#,ALP,Australian Labor Party,786,-1.06
VIC,198,Ballarat,3253,Ballan,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,10,0.6
VIC,198,Ballarat,3253,Ballan,14862,ADAMEK,Vlad,6,,FFP,Family First,34,2.04
VIC,198,Ballarat,3253,Ballan,999,Informal,Informal,999,,,Informal,59,-0.07
VIC,198,Ballarat,2986,Ballarat,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,603,0.29
VIC,198,Ballarat,2986,Ballarat,15038,KELLY,Tony,2,,GRN,Australian Greens,163,0
VIC,198,Ballarat,2986,Ballarat,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,20,1.31
VIC,198,Ballarat,2986,Ballarat,14638,KING,Catherine,4,#,ALP,Australian Labor Party,695,3.93
VIC,198,Ballarat,2986,Ballarat,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,5,0.33
VIC,198,Ballarat,2986,Ballarat,14862,ADAMEK,Vlad,6,,FFP,Family First,40,2.62
VIC,198,Ballarat,2986,Ballarat,999,Informal,Informal,999,,,Informal,45,-0.56
VIC,198,Ballarat,2990,Ballarat North,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,1334,0.72
VIC,198,Ballarat,2990,Ballarat North,15038,KELLY,Tony,2,,GRN,Australian Greens,119,0.28
VIC,198,Ballarat,2990,Ballarat North,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,40,1.43
VIC,198,Ballarat,2990,Ballarat North,14638,KING,Catherine,4,#,ALP,Australian Labor Party,1241,0.45
VIC,198,Ballarat,2990,Ballarat North,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,5,0.18
VIC,198,Ballarat,2990,Ballarat North,14862,ADAMEK,Vlad,6,,FFP,Family First,66,2.35
VIC,198,Ballarat,2990,Ballarat North,999,Informal,Informal,999,,,Informal,69,0.13
VIC,198,Ballarat,2991,Ballarat North West,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,992,-4.44
VIC,198,Ballarat,2991,Ballarat North West,15038,KELLY,Tony,2,,GRN,Australian Greens,152,-0.33
VIC,198,Ballarat,2991,Ballarat North West,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,20,1.05
VIC,198,Ballarat,2991,Ballarat North West,14638,KING,Catherine,4,#,ALP,Australian Labor Party,722,8.08
VIC,198,Ballarat,2991,Ballarat North West,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,3,0.16
VIC,198,Ballarat,2991,Ballarat North West,14862,ADAMEK,Vlad,6,,FFP,Family First,22,1.15
VIC,198,Ballarat,2991,Ballarat North West,999,Informal,Informal,999,,,Informal,40,0.44
VIC,198,Ballarat,2993,Ballarat South,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,464,1.22
VIC,198,Ballarat,2993,Ballarat South,15038,KELLY,Tony,2,,GRN,Australian Greens,79,0.45
VIC,198,Ballarat,2993,Ballarat South,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,25,1.96
VIC,198,Ballarat,2993,Ballarat South,14638,KING,Catherine,4,#,ALP,Australian Labor Party,674,-0.01
VIC,198,Ballarat,2993,Ballarat South,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,2993,Ballarat South,14862,ADAMEK,Vlad,6,,FFP,Family First,32,2.51
VIC,198,Ballarat,2993,Ballarat South,999,Informal,Informal,999,,,Informal,39,-0.51
VIC,198,Ballarat,2994,Ballarat South West,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,907,2.58
VIC,198,Ballarat,2994,Ballarat South West,15038,KELLY,Tony,2,,GRN,Australian Greens,172,1.38
VIC,198,Ballarat,2994,Ballarat South West,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,22,1.1
VIC,198,Ballarat,2994,Ballarat South West,14638,KING,Catherine,4,#,ALP,Australian Labor Party,859,-1.3
VIC,198,Ballarat,2994,Ballarat South West,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,4,0.2
VIC,198,Ballarat,2994,Ballarat South West,14862,ADAMEK,Vlad,6,,FFP,Family First,33,1.65
VIC,198,Ballarat,2994,Ballarat South West,999,Informal,Informal,999,,,Informal,60,0.25
VIC,198,Ballarat,2998,Black Hill,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,1025,2.26
VIC,198,Ballarat,2998,Black Hill,15038,KELLY,Tony,2,,GRN,Australian Greens,187,-1.37
VIC,198,Ballarat,2998,Black Hill,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,30,1.24
VIC,198,Ballarat,2998,Black Hill,14638,KING,Catherine,4,#,ALP,Australian Labor Party,1139,4.94
VIC,198,Ballarat,2998,Black Hill,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,4,0.16
VIC,198,Ballarat,2998,Black Hill,14862,ADAMEK,Vlad,6,,FFP,Family First,42,1.73
VIC,198,Ballarat,2998,Black Hill,999,Informal,Informal,999,,,Informal,69,0.27
VIC,198,Ballarat,3259,Blackwood,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,99,4.57
VIC,198,Ballarat,3259,Blackwood,15038,KELLY,Tony,2,,GRN,Australian Greens,49,2.45
VIC,198,Ballarat,3259,Blackwood,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,2,0.75
VIC,198,Ballarat,3259,Blackwood,14638,KING,Catherine,4,#,ALP,Australian Labor Party,115,-0.04
VIC,198,Ballarat,3259,Blackwood,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,3259,Blackwood,14862,ADAMEK,Vlad,6,,FFP,Family First,2,0.75
VIC,198,Ballarat,3259,Blackwood,999,Informal,Informal,999,,,Informal,16,3.57
VIC,198,Ballarat,3002,Brown Hill,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,768,2.02
VIC,198,Ballarat,3002,Brown Hill,15038,KELLY,Tony,2,,GRN,Australian Greens,92,-1.51
VIC,198,Ballarat,3002,Brown Hill,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,24,1.25
VIC,198,Ballarat,3002,Brown Hill,14638,KING,Catherine,4,#,ALP,Australian Labor Party,972,2.05
VIC,198,Ballarat,3002,Brown Hill,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,2,0.1
VIC,198,Ballarat,3002,Brown Hill,14862,ADAMEK,Vlad,6,,FFP,Family First,57,2.98
VIC,198,Ballarat,3002,Brown Hill,999,Informal,Informal,999,,,Informal,61,0.24
VIC,198,Ballarat,3004,Bungaree,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,200,-1.48
VIC,198,Ballarat,3004,Bungaree,15038,KELLY,Tony,2,,GRN,Australian Greens,7,-3.99
VIC,198,Ballarat,3004,Bungaree,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,6,1.9
VIC,198,Ballarat,3004,Bungaree,14638,KING,Catherine,4,#,ALP,Australian Labor Party,101,8.61
VIC,198,Ballarat,3004,Bungaree,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,3004,Bungaree,14862,ADAMEK,Vlad,6,,FFP,Family First,1,0.32
VIC,198,Ballarat,3004,Bungaree,999,Informal,Informal,999,,,Informal,12,0.66
VIC,198,Ballarat,3005,Buninyong,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,1075,1.94
VIC,198,Ballarat,3005,Buninyong,15038,KELLY,Tony,2,,GRN,Australian Greens,186,-1.22
VIC,198,Ballarat,3005,Buninyong,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,24,0.97
VIC,198,Ballarat,3005,Buninyong,14638,KING,Catherine,4,#,ALP,Australian Labor Party,1140,3.15
VIC,198,Ballarat,3005,Buninyong,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,7,0.28
VIC,198,Ballarat,3005,Buninyong,14862,ADAMEK,Vlad,6,,FFP,Family First,46,1.86
VIC,198,Ballarat,3005,Buninyong,999,Informal,Informal,999,,,Informal,68,0.51
VIC,198,Ballarat,3006,Burrumbeet,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,109,-8.98
VIC,198,Ballarat,3006,Burrumbeet,15038,KELLY,Tony,2,,GRN,Australian Greens,8,1.9
VIC,198,Ballarat,3006,Burrumbeet,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,2,1.15
VIC,198,Ballarat,3006,Burrumbeet,14638,KING,Catherine,4,#,ALP,Australian Labor Party,54,9.41
VIC,198,Ballarat,3006,Burrumbeet,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,3006,Burrumbeet,14862,ADAMEK,Vlad,6,,FFP,Family First,1,0.57
VIC,198,Ballarat,3006,Burrumbeet,999,Informal,Informal,999,,,Informal,9,1.02
VIC,198,Ballarat,3007,Canadian,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,689,3.42
VIC,198,Ballarat,3007,Canadian,15038,KELLY,Tony,2,,GRN,Australian Greens,91,-1.21
VIC,198,Ballarat,3007,Canadian,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,12,0.63
VIC,198,Ballarat,3007,Canadian,14638,KING,Catherine,4,#,ALP,Australian Labor Party,1052,-0.54
VIC,198,Ballarat,3007,Canadian,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,5,0.26
VIC,198,Ballarat,3007,Canadian,14862,ADAMEK,Vlad,6,,FFP,Family First,42,2.22
VIC,198,Ballarat,3007,Canadian,999,Informal,Informal,999,,,Informal,80,1
VIC,198,Ballarat,3011,Clarkes Hill,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,111,-4.18
VIC,198,Ballarat,3011,Clarkes Hill,15038,KELLY,Tony,2,,GRN,Australian Greens,11,4.14
VIC,198,Ballarat,3011,Clarkes Hill,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,3,1.86
VIC,198,Ballarat,3011,Clarkes Hill,14638,KING,Catherine,4,#,ALP,Australian Labor Party,34,1.77
VIC,198,Ballarat,3011,Clarkes Hill,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,1,0.62
VIC,198,Ballarat,3011,Clarkes Hill,14862,ADAMEK,Vlad,6,,FFP,Family First,1,0.62
VIC,198,Ballarat,3011,Clarkes Hill,999,Informal,Informal,999,,,Informal,5,1.42
VIC,198,Ballarat,3012,Clunes,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,417,7.1
VIC,198,Ballarat,3012,Clunes,15038,KELLY,Tony,2,,GRN,Australian Greens,65,0.1
VIC,198,Ballarat,3012,Clunes,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,14,1.41
VIC,198,Ballarat,3012,Clunes,14638,KING,Catherine,4,#,ALP,Australian Labor Party,489,-2.45
VIC,198,Ballarat,3012,Clunes,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,3012,Clunes,14862,ADAMEK,Vlad,6,,FFP,Family First,7,0.71
VIC,198,Ballarat,3012,Clunes,999,Informal,Informal,999,,,Informal,32,0.05
VIC,198,Ballarat,3014,Creswick,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,616,1.9
VIC,198,Ballarat,3014,Creswick,15038,KELLY,Tony,2,,GRN,Australian Greens,102,-0.61
VIC,198,Ballarat,3014,Creswick,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,41,2.56
VIC,198,Ballarat,3014,Creswick,14638,KING,Catherine,4,#,ALP,Australian Labor Party,792,1.07
VIC,198,Ballarat,3014,Creswick,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,4,0.25
VIC,198,Ballarat,3014,Creswick,14862,ADAMEK,Vlad,6,,FFP,Family First,45,2.81
VIC,198,Ballarat,3014,Creswick,999,Informal,Informal,999,,,Informal,46,1.47
VIC,198,Ballarat,3015,Creswick North,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,142,-2.36
VIC,198,Ballarat,3015,Creswick North,15038,KELLY,Tony,2,,GRN,Australian Greens,28,-2.09
VIC,198,Ballarat,3015,Creswick North,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,7,1.57
VIC,198,Ballarat,3015,Creswick North,14638,KING,Catherine,4,#,ALP,Australian Labor Party,263,6.57
VIC,198,Ballarat,3015,Creswick North,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,2,0.45
VIC,198,Ballarat,3015,Creswick North,14862,ADAMEK,Vlad,6,,FFP,Family First,5,1.12
VIC,198,Ballarat,3015,Creswick North,999,Informal,Informal,999,,,Informal,14,-0.86
VIC,198,Ballarat,3276,Darley,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,1552,8.01
VIC,198,Ballarat,3276,Darley,15038,KELLY,Tony,2,,GRN,Australian Greens,186,-0.25
VIC,198,Ballarat,3276,Darley,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,49,1.44
VIC,198,Ballarat,3276,Darley,14638,KING,Catherine,4,#,ALP,Australian Labor Party,1525,-3.66
VIC,198,Ballarat,3276,Darley,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,4,0.12
VIC,198,Ballarat,3276,Darley,14862,ADAMEK,Vlad,6,,FFP,Family First,77,2.27
VIC,198,Ballarat,3276,Darley,999,Informal,Informal,999,,,Informal,169,0.19
VIC,198,Ballarat,3277,Daylesford,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,626,1.7
VIC,198,Ballarat,3277,Daylesford,15038,KELLY,Tony,2,,GRN,Australian Greens,433,3.99
VIC,198,Ballarat,3277,Daylesford,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,27,1.44
VIC,198,Ballarat,3277,Daylesford,14638,KING,Catherine,4,#,ALP,Australian Labor Party,754,-2.1
VIC,198,Ballarat,3277,Daylesford,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,6,0.32
VIC,198,Ballarat,3277,Daylesford,14862,ADAMEK,Vlad,6,,FFP,Family First,32,1.7
VIC,198,Ballarat,3277,Daylesford,999,Informal,Informal,999,,,Informal,69,0.23
VIC,198,Ballarat,3018,Delacombe,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,848,3.15
VIC,198,Ballarat,3018,Delacombe,15038,KELLY,Tony,2,,GRN,Australian Greens,58,1.4
VIC,198,Ballarat,3018,Delacombe,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,12,0.7
VIC,198,Ballarat,3018,Delacombe,14638,KING,Catherine,4,#,ALP,Australian Labor Party,750,-0.92
VIC,198,Ballarat,3018,Delacombe,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,5,0.29
VIC,198,Ballarat,3018,Delacombe,14862,ADAMEK,Vlad,6,,FFP,Family First,43,2.51
VIC,198,Ballarat,3018,Delacombe,999,Informal,Informal,999,,,Informal,69,1.34
VIC,198,Ballarat,3278,Drummond,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,65,4.07
VIC,198,Ballarat,3278,Drummond,15038,KELLY,Tony,2,,GRN,Australian Greens,38,2.02
VIC,198,Ballarat,3278,Drummond,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,2,0.85
VIC,198,Ballarat,3278,Drummond,14638,KING,Catherine,4,#,ALP,Australian Labor Party,130,1.56
VIC,198,Ballarat,3278,Drummond,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,3278,Drummond,14862,ADAMEK,Vlad,6,,FFP,Family First,1,0.42
VIC,198,Ballarat,3278,Drummond,999,Informal,Informal,999,,,Informal,15,2.8
VIC,198,Ballarat,3280,Elaine,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,133,-0.04
VIC,198,Ballarat,3280,Elaine,15038,KELLY,Tony,2,,GRN,Australian Greens,19,4.57
VIC,198,Ballarat,3280,Elaine,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,1,0.4
VIC,198,Ballarat,3280,Elaine,14638,KING,Catherine,4,#,ALP,Australian Labor Party,85,-0.09
VIC,198,Ballarat,3280,Elaine,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,1,0.4
VIC,198,Ballarat,3280,Elaine,14862,ADAMEK,Vlad,6,,FFP,Family First,9,3.63
VIC,198,Ballarat,3280,Elaine,999,Informal,Informal,999,,,Informal,11,0.18
VIC,198,Ballarat,3286,Glenlyon,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,116,-1.46
VIC,198,Ballarat,3286,Glenlyon,15038,KELLY,Tony,2,,GRN,Australian Greens,70,-4.92
VIC,198,Ballarat,3286,Glenlyon,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,3,0.81
VIC,198,Ballarat,3286,Glenlyon,14638,KING,Catherine,4,#,ALP,Australian Labor Party,177,8.71
VIC,198,Ballarat,3286,Glenlyon,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,1,0.27
VIC,198,Ballarat,3286,Glenlyon,14862,ADAMEK,Vlad,6,,FFP,Family First,5,1.34
VIC,198,Ballarat,3286,Glenlyon,999,Informal,Informal,999,,,Informal,10,-1.09
VIC,198,Ballarat,3287,Gordon,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,272,7.58
VIC,198,Ballarat,3287,Gordon,15038,KELLY,Tony,2,,GRN,Australian Greens,28,-1.59
VIC,198,Ballarat,3287,Gordon,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,15,2.5
VIC,198,Ballarat,3287,Gordon,14638,KING,Catherine,4,#,ALP,Australian Labor Party,272,-2.97
VIC,198,Ballarat,3287,Gordon,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,3287,Gordon,14862,ADAMEK,Vlad,6,,FFP,Family First,13,2.17
VIC,198,Ballarat,3287,Gordon,999,Informal,Informal,999,,,Informal,16,-0.01
VIC,198,Ballarat,3027,Haddon,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,478,1.38
VIC,198,Ballarat,3027,Haddon,15038,KELLY,Tony,2,,GRN,Australian Greens,70,1.7
VIC,198,Ballarat,3027,Haddon,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,21,1.97
VIC,198,Ballarat,3027,Haddon,14638,KING,Catherine,4,#,ALP,Australian Labor Party,473,0.71
VIC,198,Ballarat,3027,Haddon,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,2,0.19
VIC,198,Ballarat,3027,Haddon,14862,ADAMEK,Vlad,6,,FFP,Family First,20,1.88
VIC,198,Ballarat,3027,Haddon,999,Informal,Informal,999,,,Informal,56,0.25
VIC,198,Ballarat,3293,Hepburn Springs,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,195,1.22
VIC,198,Ballarat,3293,Hepburn Springs,15038,KELLY,Tony,2,,GRN,Australian Greens,127,-0.53
VIC,198,Ballarat,3293,Hepburn Springs,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,9,1.38
VIC,198,Ballarat,3293,Hepburn Springs,14638,KING,Catherine,4,#,ALP,Australian Labor Party,308,3.3
VIC,198,Ballarat,3293,Hepburn Springs,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,3,0.46
VIC,198,Ballarat,3293,Hepburn Springs,14862,ADAMEK,Vlad,6,,FFP,Family First,8,1.23
VIC,198,Ballarat,3293,Hepburn Springs,999,Informal,Informal,999,,,Informal,22,1.02
VIC,198,Ballarat,3032,Learmonth,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,195,-2.34
VIC,198,Ballarat,3032,Learmonth,15038,KELLY,Tony,2,,GRN,Australian Greens,23,1.83
VIC,198,Ballarat,3032,Learmonth,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,3,0.83
VIC,198,Ballarat,3032,Learmonth,14638,KING,Catherine,4,#,ALP,Australian Labor Party,136,4.22
VIC,198,Ballarat,3032,Learmonth,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,1,0.28
VIC,198,Ballarat,3032,Learmonth,14862,ADAMEK,Vlad,6,,FFP,Family First,5,1.38
VIC,198,Ballarat,3032,Learmonth,999,Informal,Informal,999,,,Informal,8,-1.06
VIC,198,Ballarat,3037,Magpie,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,119,0.46
VIC,198,Ballarat,3037,Magpie,15038,KELLY,Tony,2,,GRN,Australian Greens,12,2.07
VIC,198,Ballarat,3037,Magpie,14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,5,1.92
VIC,198,Ballarat,3037,Magpie,14638,KING,Catherine,4,#,ALP,Australian Labor Party,115,-2.87
VIC,198,Ballarat,3037,Magpie,14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,3037,Magpie,14862,ADAMEK,Vlad,6,,FFP,Family First,10,3.83
VIC,198,Ballarat,3037,Magpie,999,Informal,Informal,999,,,Informal,11,1.92
VIC,198,Ballarat,31986,Melbourne (Ballarat),14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,21,-2.71
VIC,198,Ballarat,31986,Melbourne (Ballarat),15038,KELLY,Tony,2,,GRN,Australian Greens,11,5.17
VIC,198,Ballarat,31986,Melbourne (Ballarat),14872,LINDORFF,Claire,3,,DLP,D.L.P. - Democratic Labor Party,2,3.28
VIC,198,Ballarat,31986,Melbourne (Ballarat),14638,KING,Catherine,4,#,ALP,Australian Labor Party,24,-2.09
VIC,198,Ballarat,31986,Melbourne (Ballarat),14511,von THULE HALBORG,Valiant,5,,CEC,Citizens Electoral Council,0,0
VIC,198,Ballarat,31986,Melbourne (Ballarat),14862,ADAMEK,Vlad,6,,FFP,Family First,3,4.92
VIC,198,Ballarat,31986,Melbourne (Ballarat),999,Informal,Informal,999,,,Informal,1,0.2
VIC,198,Ballarat,3040,Miners Rest,14261,MATUSCHKA,Elizabeth,1,,LP,Liberal,449,3.09
VIC,198,Ballarat,3040,Miners Rest,15038,KELLY,Tony,2,,GRN,Australian Greens,27,0.87
