2019 Federal Election House of Representatives First Preferences By Candidate By Polling Place for VIC [Event:24310 Phase:FinalResults Generated:2019-07-30T11:10:47 Cycle:02109509-c159-4199-88f6-389818be8a1c Created:2019-07-26T10:57:31 Environment:PROD Site:CANBERRA Server:TALLYROOM Version:10.7.17.56581]
StateAb,DivisionID,DivisionNm,PollingPlaceID,PollingPlace,CandidateID,Surname,GivenNm,BallotPosition,Elected,HistoricElected,PartyAb,PartyNm,OrdinaryVotes,Swing
VIC,205,Chisholm,3420,Blackburn South,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,30,1.43
VIC,205,Chisholm,3420,Blackburn South,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,764,1.25
VIC,205,Chisholm,3420,Blackburn South,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,27,1.29
VIC,205,Chisholm,3420,Blackburn South,999,Informal,Informal,999,N,N,,Informal,101,2.47
VIC,205,Chisholm,83714,Blackburn Upper,33549,DOBBY,Ian,1,N,N,IND,Independent,29,3.67
VIC,205,Chisholm,83714,Blackburn Upper,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,3,0.38
VIC,205,Chisholm,83714,Blackburn Upper,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),124,4.18
VIC,205,Chisholm,83714,Blackburn Upper,33350,LIU,Gladys,4,Y,N,LP,Liberal,310,-5.79
VIC,205,Chisholm,83714,Blackburn Upper,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,9,-1.38
VIC,205,Chisholm,83714,Blackburn Upper,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,20,2.53
VIC,205,Chisholm,83714,Blackburn Upper,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,6,0.76
VIC,205,Chisholm,83714,Blackburn Upper,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,273,-1.68
VIC,205,Chisholm,83714,Blackburn Upper,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,16,2.03
VIC,205,Chisholm,83714,Blackburn Upper,999,Informal,Informal,999,N,N,,Informal,33,1.14
VIC,205,Chisholm,3561,Blackburn West,33549,DOBBY,Ian,1,N,N,IND,Independent,32,2.28
VIC,205,Chisholm,3561,Blackburn West,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,7,0.5
VIC,205,Chisholm,3561,Blackburn West,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),226,4.89
VIC,205,Chisholm,3561,Blackburn West,33350,LIU,Gladys,4,Y,N,LP,Liberal,563,-4.08
VIC,205,Chisholm,3561,Blackburn West,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,39,0.38
VIC,205,Chisholm,3561,Blackburn West,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,39,2.78
VIC,205,Chisholm,3561,Blackburn West,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,25,1.78
VIC,205,Chisholm,3561,Blackburn West,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,448,-5.56
VIC,205,Chisholm,3561,Blackburn West,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,26,1.85
VIC,205,Chisholm,3561,Blackburn West,999,Informal,Informal,999,N,N,,Informal,76,2.24
VIC,205,Chisholm,65408,BLV Chisholm PPVC,33549,DOBBY,Ian,1,N,N,IND,Independent,1,4.76
VIC,205,Chisholm,65408,BLV Chisholm PPVC,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,0,-0.13
VIC,205,Chisholm,65408,BLV Chisholm PPVC,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),1,-1.31
VIC,205,Chisholm,65408,BLV Chisholm PPVC,33350,LIU,Gladys,4,Y,N,LP,Liberal,8,4.94
VIC,205,Chisholm,65408,BLV Chisholm PPVC,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,0,-5.49
VIC,205,Chisholm,65408,BLV Chisholm PPVC,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,1,4.76
VIC,205,Chisholm,65408,BLV Chisholm PPVC,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,0,0
VIC,205,Chisholm,65408,BLV Chisholm PPVC,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,10,0.42
VIC,205,Chisholm,65408,BLV Chisholm PPVC,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,0,0
VIC,205,Chisholm,65408,BLV Chisholm PPVC,999,Informal,Informal,999,N,N,,Informal,0,-0.21
VIC,205,Chisholm,3421,Box Hill,33549,DOBBY,Ian,1,N,N,IND,Independent,19,1.75
VIC,205,Chisholm,3421,Box Hill,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,10,-0.84
VIC,205,Chisholm,3421,Box Hill,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),189,0.91
VIC,205,Chisholm,3421,Box Hill,33350,LIU,Gladys,4,Y,N,LP,Liberal,368,-5.18
VIC,205,Chisholm,3421,Box Hill,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,25,-0.38
VIC,205,Chisholm,3421,Box Hill,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,8,0.74
VIC,205,Chisholm,3421,Box Hill,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,20,1.84
VIC,205,Chisholm,3421,Box Hill,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,414,1.97
VIC,205,Chisholm,3421,Box Hill,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,33,3.04
VIC,205,Chisholm,3421,Box Hill,999,Informal,Informal,999,N,N,,Informal,67,3.43
VIC,205,Chisholm,3422,Box Hill Central,33549,DOBBY,Ian,1,N,N,IND,Independent,16,1.67
VIC,205,Chisholm,3422,Box Hill Central,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,5,-1.3
VIC,205,Chisholm,3422,Box Hill Central,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),161,3.04
VIC,205,Chisholm,3422,Box Hill Central,33350,LIU,Gladys,4,Y,N,LP,Liberal,343,-6.79
VIC,205,Chisholm,3422,Box Hill Central,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,6,-0.38
VIC,205,Chisholm,3422,Box Hill Central,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,6,0.63
VIC,205,Chisholm,3422,Box Hill Central,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,11,1.15
VIC,205,Chisholm,3422,Box Hill Central,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,406,3.9
VIC,205,Chisholm,3422,Box Hill Central,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,6,0.63
VIC,205,Chisholm,3422,Box Hill Central,999,Informal,Informal,999,N,N,,Informal,37,-0.73
VIC,205,Chisholm,3424,Box Hill South,33549,DOBBY,Ian,1,N,N,IND,Independent,26,2.05
VIC,205,Chisholm,3424,Box Hill South,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,9,0
VIC,205,Chisholm,3424,Box Hill South,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),240,-0.22
VIC,205,Chisholm,3424,Box Hill South,33350,LIU,Gladys,4,Y,N,LP,Liberal,458,-5.23
VIC,205,Chisholm,3424,Box Hill South,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,27,-0.06
VIC,205,Chisholm,3424,Box Hill South,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,23,1.81
VIC,205,Chisholm,3424,Box Hill South,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,6,0.47
VIC,205,Chisholm,3424,Box Hill South,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,452,0.69
VIC,205,Chisholm,3424,Box Hill South,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,27,2.13
VIC,205,Chisholm,3424,Box Hill South,999,Informal,Informal,999,N,N,,Informal,50,1.34
VIC,205,Chisholm,91441,Brentwood (Chisholm),33549,DOBBY,Ian,1,N,N,IND,Independent,4,3.39
VIC,205,Chisholm,91441,Brentwood (Chisholm),33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,1,0.85
VIC,205,Chisholm,91441,Brentwood (Chisholm),32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),8,-2.06
VIC,205,Chisholm,91441,Brentwood (Chisholm),33350,LIU,Gladys,4,Y,N,LP,Liberal,56,-0.27
VIC,205,Chisholm,91441,Brentwood (Chisholm),32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,2,-0.62
VIC,205,Chisholm,91441,Brentwood (Chisholm),33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,2,1.69
VIC,205,Chisholm,91441,Brentwood (Chisholm),32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,3,2.54
VIC,205,Chisholm,91441,Brentwood (Chisholm),32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,39,-2.42
VIC,205,Chisholm,91441,Brentwood (Chisholm),33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,3,2.54
VIC,205,Chisholm,91441,Brentwood (Chisholm),999,Informal,Informal,999,N,N,,Informal,17,8.43
VIC,205,Chisholm,3426,Burwood Central,33549,DOBBY,Ian,1,N,N,IND,Independent,35,2.41
VIC,205,Chisholm,3426,Burwood Central,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,14,-0.42
VIC,205,Chisholm,3426,Burwood Central,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),224,3.63
VIC,205,Chisholm,3426,Burwood Central,33350,LIU,Gladys,4,Y,N,LP,Liberal,589,-8.15
VIC,205,Chisholm,3426,Burwood Central,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,32,0.27
VIC,205,Chisholm,3426,Burwood Central,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,13,0.89
VIC,205,Chisholm,3426,Burwood Central,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,20,1.38
VIC,205,Chisholm,3426,Burwood Central,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,502,0.9
VIC,205,Chisholm,3426,Burwood Central,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,24,1.65
VIC,205,Chisholm,3426,Burwood Central,999,Informal,Informal,999,N,N,,Informal,81,2.65
VIC,205,Chisholm,3562,Burwood Heights,33549,DOBBY,Ian,1,N,N,IND,Independent,50,3.07
VIC,205,Chisholm,3562,Burwood Heights,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,14,-1.39
VIC,205,Chisholm,3562,Burwood Heights,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),146,1.02
VIC,205,Chisholm,3562,Burwood Heights,33350,LIU,Gladys,4,Y,N,LP,Liberal,616,-1.92
VIC,205,Chisholm,3562,Burwood Heights,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,39,-1.09
VIC,205,Chisholm,3562,Burwood Heights,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,46,2.82
VIC,205,Chisholm,3562,Burwood Heights,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,33,2.02
VIC,205,Chisholm,3562,Burwood Heights,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,639,-4.69
VIC,205,Chisholm,3562,Burwood Heights,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,47,2.88
VIC,205,Chisholm,3562,Burwood Heights,999,Informal,Informal,999,N,N,,Informal,127,4.43
VIC,205,Chisholm,3563,Camelot,33549,DOBBY,Ian,1,N,N,IND,Independent,19,1.86
VIC,205,Chisholm,3563,Camelot,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,9,0.88
VIC,205,Chisholm,3563,Camelot,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),104,0.52
VIC,205,Chisholm,3563,Camelot,33350,LIU,Gladys,4,Y,N,LP,Liberal,476,-2.17
VIC,205,Chisholm,3563,Camelot,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,11,-0.03
VIC,205,Chisholm,3563,Camelot,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,14,1.37
VIC,205,Chisholm,3563,Camelot,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,12,1.17
VIC,205,Chisholm,3563,Camelot,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,354,0.29
VIC,205,Chisholm,3563,Camelot,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,23,2.25
VIC,205,Chisholm,3563,Camelot,999,Informal,Informal,999,N,N,,Informal,48,0.56
VIC,205,Chisholm,31777,Chadstone East (Chisholm),33549,DOBBY,Ian,1,N,N,IND,Independent,23,2.1
VIC,205,Chisholm,31777,Chadstone East (Chisholm),33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,10,-1.13
VIC,205,Chisholm,31777,Chadstone East (Chisholm),32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),150,2.51
VIC,205,Chisholm,31777,Chadstone East (Chisholm),33350,LIU,Gladys,4,Y,N,LP,Liberal,354,-6.16
VIC,205,Chisholm,31777,Chadstone East (Chisholm),32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,26,-0.92
VIC,205,Chisholm,31777,Chadstone East (Chisholm),33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,26,2.37
VIC,205,Chisholm,31777,Chadstone East (Chisholm),32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,18,1.64
VIC,205,Chisholm,31777,Chadstone East (Chisholm),32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,470,-0.33
VIC,205,Chisholm,31777,Chadstone East (Chisholm),33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,18,1.64
VIC,205,Chisholm,31777,Chadstone East (Chisholm),999,Informal,Informal,999,N,N,,Informal,85,2.79
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),33549,DOBBY,Ian,1,N,N,IND,Independent,0,0
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,0,-1.46
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),0,-8.89
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),33350,LIU,Gladys,4,Y,N,LP,Liberal,0,-46.81
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,0,-1.55
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,0,0
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,0,0
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,0,-35.84
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,0,0
VIC,205,Chisholm,30196,Divisional Office (PREPOLL),999,Informal,Informal,999,N,N,,Informal,0,-3.04
VIC,205,Chisholm,12078,Eley Park,33549,DOBBY,Ian,1,N,N,IND,Independent,20,1.75
VIC,205,Chisholm,12078,Eley Park,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,3,-2.43
VIC,205,Chisholm,12078,Eley Park,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),114,-1.04
VIC,205,Chisholm,12078,Eley Park,33350,LIU,Gladys,4,Y,N,LP,Liberal,445,-3.71
VIC,205,Chisholm,12078,Eley Park,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,18,0.29
VIC,205,Chisholm,12078,Eley Park,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,27,2.36
VIC,205,Chisholm,12078,Eley Park,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,28,2.45
VIC,205,Chisholm,12078,Eley Park,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,470,1.51
VIC,205,Chisholm,12078,Eley Park,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,19,1.66
VIC,205,Chisholm,12078,Eley Park,999,Informal,Informal,999,N,N,,Informal,70,2.09
VIC,205,Chisholm,3429,Elgar Park (Chisholm),33549,DOBBY,Ian,1,N,N,IND,Independent,21,1.7
VIC,205,Chisholm,3429,Elgar Park (Chisholm),33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,8,-0.45
VIC,205,Chisholm,3429,Elgar Park (Chisholm),32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),198,2.35
VIC,205,Chisholm,3429,Elgar Park (Chisholm),33350,LIU,Gladys,4,Y,N,LP,Liberal,547,-11.76
VIC,205,Chisholm,3429,Elgar Park (Chisholm),32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,11,-0.2
VIC,205,Chisholm,3429,Elgar Park (Chisholm),33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,17,1.37
VIC,205,Chisholm,3429,Elgar Park (Chisholm),32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,12,0.97
VIC,205,Chisholm,3429,Elgar Park (Chisholm),32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,409,6.24
VIC,205,Chisholm,3429,Elgar Park (Chisholm),33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,15,1.21
VIC,205,Chisholm,3429,Elgar Park (Chisholm),999,Informal,Informal,999,N,N,,Informal,47,0.75
VIC,205,Chisholm,3430,Essex Heights,33549,DOBBY,Ian,1,N,N,IND,Independent,56,2.92
VIC,205,Chisholm,3430,Essex Heights,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,11,-1.8
VIC,205,Chisholm,3430,Essex Heights,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),243,2
VIC,205,Chisholm,3430,Essex Heights,33350,LIU,Gladys,4,Y,N,LP,Liberal,828,-4.17
VIC,205,Chisholm,3430,Essex Heights,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,39,0.81
VIC,205,Chisholm,3430,Essex Heights,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,47,2.45
VIC,205,Chisholm,3430,Essex Heights,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,29,1.51
VIC,205,Chisholm,3430,Essex Heights,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,642,-2.83
VIC,205,Chisholm,3430,Essex Heights,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,20,1.04
VIC,205,Chisholm,3430,Essex Heights,999,Informal,Informal,999,N,N,,Informal,116,3.11
VIC,205,Chisholm,3565,Forest Hill,33549,DOBBY,Ian,1,N,N,IND,Independent,23,2.07
VIC,205,Chisholm,3565,Forest Hill,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,4,-1.09
VIC,205,Chisholm,3565,Forest Hill,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),139,1.03
VIC,205,Chisholm,3565,Forest Hill,33350,LIU,Gladys,4,Y,N,LP,Liberal,475,-5.95
VIC,205,Chisholm,3565,Forest Hill,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,20,-0.1
VIC,205,Chisholm,3565,Forest Hill,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,24,2.16
VIC,205,Chisholm,3565,Forest Hill,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,11,0.99
VIC,205,Chisholm,3565,Forest Hill,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,394,0.99
VIC,205,Chisholm,3565,Forest Hill,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,22,1.98
VIC,205,Chisholm,3565,Forest Hill,999,Informal,Informal,999,N,N,,Informal,33,0.41
VIC,205,Chisholm,3230,Glen Waverley Heights,33549,DOBBY,Ian,1,N,N,IND,Independent,15,1.8
VIC,205,Chisholm,3230,Glen Waverley Heights,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,9,1.08
VIC,205,Chisholm,3230,Glen Waverley Heights,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),70,1.62
VIC,205,Chisholm,3230,Glen Waverley Heights,33350,LIU,Gladys,4,Y,N,LP,Liberal,398,0.49
VIC,205,Chisholm,3230,Glen Waverley Heights,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,11,-0.04
VIC,205,Chisholm,3230,Glen Waverley Heights,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,6,0.72
VIC,205,Chisholm,3230,Glen Waverley Heights,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,20,2.4
VIC,205,Chisholm,3230,Glen Waverley Heights,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,287,-5.69
VIC,205,Chisholm,3230,Glen Waverley Heights,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,17,2.04
VIC,205,Chisholm,3230,Glen Waverley Heights,999,Informal,Informal,999,N,N,,Informal,47,2.53
VIC,205,Chisholm,3567,Glendal,33549,DOBBY,Ian,1,N,N,IND,Independent,27,1.6
VIC,205,Chisholm,3567,Glendal,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,8,0.48
VIC,205,Chisholm,3567,Glendal,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),155,1.62
VIC,205,Chisholm,3567,Glendal,33350,LIU,Gladys,4,Y,N,LP,Liberal,765,-1.87
VIC,205,Chisholm,3567,Glendal,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,29,0.53
VIC,205,Chisholm,3567,Glendal,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,29,1.72
VIC,205,Chisholm,3567,Glendal,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,17,1.01
VIC,205,Chisholm,3567,Glendal,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,635,-0.71
VIC,205,Chisholm,3567,Glendal,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,19,1.13
VIC,205,Chisholm,3567,Glendal,999,Informal,Informal,999,N,N,,Informal,89,0.84
VIC,205,Chisholm,3569,Highvale,33549,DOBBY,Ian,1,N,N,IND,Independent,22,1.94
VIC,205,Chisholm,3569,Highvale,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,7,0.62
VIC,205,Chisholm,3569,Highvale,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),62,-2.51
VIC,205,Chisholm,3569,Highvale,33350,LIU,Gladys,4,Y,N,LP,Liberal,559,-4.62
VIC,205,Chisholm,3569,Highvale,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,25,1.11
VIC,205,Chisholm,3569,Highvale,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,16,1.41
VIC,205,Chisholm,3569,Highvale,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,15,1.32
VIC,205,Chisholm,3569,Highvale,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,413,4.24
VIC,205,Chisholm,3569,Highvale,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,14,1.24
VIC,205,Chisholm,3569,Highvale,999,Informal,Informal,999,N,N,,Informal,27,-0.35
VIC,205,Chisholm,3435,Kerrimuir,33549,DOBBY,Ian,1,N,N,IND,Independent,52,2.78
VIC,205,Chisholm,3435,Kerrimuir,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,12,-1.66
VIC,205,Chisholm,3435,Kerrimuir,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),250,2.06
VIC,205,Chisholm,3435,Kerrimuir,33350,LIU,Gladys,4,Y,N,LP,Liberal,734,-5.59
VIC,205,Chisholm,3435,Kerrimuir,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,45,0.95
VIC,205,Chisholm,3435,Kerrimuir,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,48,2.56
VIC,205,Chisholm,3435,Kerrimuir,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,25,1.34
VIC,205,Chisholm,3435,Kerrimuir,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,676,-1.26
VIC,205,Chisholm,3435,Kerrimuir,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,30,1.6
VIC,205,Chisholm,3435,Kerrimuir,999,Informal,Informal,999,N,N,,Informal,90,0.75
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),33549,DOBBY,Ian,1,N,N,IND,Independent,15,3.55
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,3,-1.1
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),64,2.74
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),33350,LIU,Gladys,4,Y,N,LP,Liberal,140,-12.33
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,8,-0.21
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,9,2.13
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,9,2.13
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,160,3.12
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,14,3.32
VIC,205,Chisholm,3436,Koonung Heights (Chisholm),999,Informal,Informal,999,N,N,,Informal,22,2.05
VIC,205,Chisholm,3570,Laburnum,33549,DOBBY,Ian,1,N,N,IND,Independent,31,2.03
VIC,205,Chisholm,3570,Laburnum,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,5,-0.02
VIC,205,Chisholm,3570,Laburnum,32403,ARTHUR,Luke,3,N,N,GRN,The Greens (VIC),283,0.65
VIC,205,Chisholm,3570,Laburnum,33350,LIU,Gladys,4,Y,N,LP,Liberal,522,-9.86
VIC,205,Chisholm,3570,Laburnum,32689,LAVIN,Rosemary,5,N,N,AJP,Animal Justice Party,31,0.44
VIC,205,Chisholm,3570,Laburnum,33296,WICKS,Anne,6,N,N,DHJP,Derryn Hinch's Justice Party,27,1.77
VIC,205,Chisholm,3570,Laburnum,32347,ZORAYA,George,7,N,N,UAPP,United Australia Party,21,1.38
VIC,205,Chisholm,3570,Laburnum,32301,YANG,Jennifer,8,N,N,ALP,Australian Labor Party,589,5.56
VIC,205,Chisholm,3570,Laburnum,33205,JENKINS,Philip,9,N,N,DLP,Labour DLP,16,1.05
VIC,205,Chisholm,3570,Laburnum,999,Informal,Informal,999,N,N,,Informal,48,0.88
VIC,205,Chisholm,3573,Manooka,33549,DOBBY,Ian,1,N,N,IND,Independent,10,1.16
VIC,205,Chisholm,3573,Manooka,33333,DORIAN,Angela Mary,2,N,N,RUA,Rise Up Australia Party,3,-2.21
