2004 Federal Election House of Representatives First Preferences By Candidate By Vote Type [12246 8/11/2005 11:07:20 PM]
StateAb,DivisionID,DivisionNm,CandidateID,Surname,GivenNm,BallotPosition,SittingMemberFl,PartyAb,PartyNm,OrdinaryVotes,AbsentVotes,ProvisionalVotes,PrePollVotes,PostalVotes,TotalVotes,Swing
ACT,101,Canberra,15421,ELLERMAN,Sue,1,,GRN,The Greens,7687,336,141,1713,366,10243,3.92
ACT,101,Canberra,15166,BARNIER,Belinda,2,,LP,Liberal,28798,710,332,5901,1497,37238,2.95
ACT,101,Canberra,14298,ARNOLD,Jim,3,,CEC,Citizens Electoral Council,570,26,7,128,34,765,0.76
ACT,101,Canberra,15360,ELLIS,Annette,4,#,ALP,Australian Labor Party (ACT Branch),39556,940,497,7608,1613,50214,3.4
ACT,101,Canberra,15158,MATTHEWS,Aaron,5,,DEM,Australian Democrats,1649,57,31,398,83,2218,-5.87
ACT,101,Canberra,999,Informal,Informal,999,,,Informal,2983,79,67,370,45,3544,-0.01
ACT,102,Fraser,14756,VASSILOPOULOS,James,1,,SAL,Socialist Alliance,1719,35,57,218,38,2067,1.91
ACT,102,Fraser,15359,McMULLAN,Bob,2,#,ALP,Australian Labor Party (ACT Branch),42755,945,723,8376,1823,54622,3.13
ACT,102,Fraser,15143,GILES,Adam,3,,LP,Liberal,28060,765,437,5560,1448,36270,2.82
ACT,102,Fraser,15137,GRIMSEY,Lynne,4,,DEM,Australian Democrats,2030,93,42,511,116,2792,-5.39
ACT,102,Fraser,15425,TURBAYNE,David,5,,GRN,The Greens,9116,293,211,2132,445,12197,3.42
ACT,102,Fraser,999,Informal,Informal,999,,,Informal,3267,89,98,374,59,3887,-0.14
NSW,103,Banks,15349,STAVRINOS,Harry,1,,HAN,Pauline Hanson's One Nation (NSW Division),1857,195,16,110,124,2302,-3.17
NSW,103,Banks,14170,MAKIN,Stephen,2,,GRN,The Greens,2791,372,26,148,96,3433,1.87
NSW,103,Banks,14709,GRAY,Roger,3,,LP,Liberal,25952,1625,134,1385,1831,30927,6.36
NSW,103,Banks,15410,BRISCOE-HOUGH,Greg,4,,FFP,Family First,495,92,16,29,23,655,0.89
NSW,103,Banks,15556,CLYBURN,Mark,5,,DEM,Australian Democrats,511,92,4,38,30,675,-2.27
NSW,103,Banks,14330,MELHAM,Daryl,6,#,ALP,Australian Labor Party,27708,1753,176,1378,1721,32736,0.36
NSW,103,Banks,15129,PETERSON,Janne,7,,CDP,Christian Democratic Party (Fred Nile Group),2235,149,19,144,107,2654,0.95
NSW,103,Banks,999,Informal,Informal,999,,,Informal,5185,300,30,169,134,5818,0.52
NSW,104,Barton,15569,COGHLAN,Eoin,1,,DEM,Australian Democrats,1301,154,18,105,70,1648,-2.23
NSW,104,Barton,14360,McCLELLAND,Robert,2,#,ALP,Australian Labor Party,31496,1714,349,1717,1633,36909,1.67
NSW,104,Barton,15382,BAIRD,Neil,3,,HAN,Pauline Hanson's One Nation (NSW Division),989,107,10,81,97,1284,-1.92
NSW,104,Barton,14891,MORROW,Bruce,4,,LP,Liberal,24742,1491,188,1232,1666,29319,1.71
NSW,104,Barton,14205,MOURIKIS,Angelo,5,,GRN,The Greens,4222,482,70,262,133,5169,4.05
NSW,104,Barton,999,Informal,Informal,999,,,Informal,4937,284,84,161,97,5563,0.37
NSW,105,Bennelong,15436,HANNAH,Gary,1,,IND,Independent,668,83,3,53,47,854,1.11
NSW,105,Bennelong,15309,ROLLO,Troy,2,,IND,Independent,355,33,6,29,28,451,0.59
NSW,105,Bennelong,14198,WILKIE,Andrew,3,,GRN,The Greens,10537,861,68,637,470,12573,12.34
NSW,105,Bennelong,15234,LEVICK,Ray,4,,CDP,Christian Democratic Party (Fred Nile Group),1506,135,7,91,85,1824,2.37
NSW,105,Bennelong,14355,CAMPBELL,Nicole,5,,ALP,Australian Labor Party,18485,1081,126,1132,995,21819,-2.54
NSW,105,Bennelong,14818,HOWARD,John Winston,6,#,LP,Liberal,31468,2175,146,1826,2711,38326,-3.18
NSW,105,Bennelong,15558,GOLDFINCH,Peter,7,,DEM,Australian Democrats,743,108,3,50,63,967,-4.42
NSW,105,Bennelong,999,Informal,Informal,999,,,Informal,4229,234,44,129,126,4762,0.42
NSW,106,Berowra,14377,HOWDEN,Erland Merlin,1,,GRN,The Greens,6042,736,36,425,226,7465,4.42
NSW,106,Berowra,15214,BENSON,Matthew,2,,IND,Independent,646,84,10,68,52,860,1.11
NSW,106,Berowra,14369,COLNAN,Michael,3,,ALP,Australian Labor Party,17139,1133,101,1260,718,20351,3.35
NSW,106,Berowra,14745,RUDDOCK,Philip,4,#,LP,Liberal,35514,2646,182,2710,2622,43674,-2.43
NSW,106,Berowra,15560,VAN DE WEG,Margaret,5,,DEM,Australian Democrats,1163,121,5,93,75,1457,-4.62
NSW,106,Berowra,15415,CLARK,Lance,6,,FFP,Family First,705,81,4,64,29,883,1.14
NSW,106,Berowra,15533,COLEMAN,Bruce,7,,CDP,Christian Democratic Party (Fred Nile Group),1941,208,9,150,103,2411,1
NSW,106,Berowra,14656,BLADE,Ross,8,,IND,Independent,553,67,4,49,21,694,0.89
NSW,106,Berowra,999,Informal,Informal,999,,,Informal,4056,264,38,169,79,4606,1.23
NSW,107,Blaxland,15350,VINNICOMBE,Bob,1,,HAN,Pauline Hanson's One Nation (NSW Division),2696,240,28,162,174,3300,-1.28
NSW,107,Blaxland,15139,SQUIRES,Matthew,2,,CDP,Christian Democratic Party (Fred Nile Group),2005,151,14,109,99,2378,1.26
NSW,107,Blaxland,14319,HATTON,Michael John,3,#,ALP,Australian Labor Party,32379,1699,348,1232,1459,37117,-0.34
NSW,107,Blaxland,15551,EVE-MACLEOD,Martine,4,,DEM,Australian Democrats,732,67,4,47,25,875,-3.67
NSW,107,Blaxland,14754,MAJEWSKI,Mark,5,,LP,Liberal,18079,1239,122,744,1223,21407,5.11
NSW,107,Blaxland,15095,BASSI,Raul,6,,SAL,Socialist Alliance,428,38,5,14,8,493,0.71
NSW,107,Blaxland,14702,BOATH,Terry,7,,CEC,Citizens Electoral Council,178,32,1,12,7,230,0.33
NSW,107,Blaxland,14505,MARQUEZ-OBEID,Marlene,8,,GRN,The Greens,2646,319,37,104,99,3205,2.02
NSW,107,Blaxland,999,Informal,Informal,999,,,Informal,7556,399,73,133,110,8271,0.92
NSW,108,Bradfield,14289,GOODWILL,Robert H,1,,GRN,The Greens,7438,785,37,649,340,9249,4.76
NSW,108,Bradfield,15397,MONTGOMERY,Sarah,2,,FFP,Family First,1120,124,14,124,77,1459,1.81
NSW,108,Bradfield,14739,NELSON,Brendan,3,#,LP,Liberal,41375,3034,164,3356,3427,51356,-1.02
NSW,108,Bradfield,15557,TSOULOS,Jeannette,4,,DEM,Australian Democrats,1558,146,6,139,122,1971,-4.24
NSW,108,Bradfield,14313,NEELAM,Neil,5,,ALP,Australian Labor Party,13613,1064,80,1272,706,16735,1.71
NSW,108,Bradfield,999,Informal,Informal,999,,,Informal,3152,225,30,151,117,3675,0.59
NSW,109,Calare,14716,VAN SCHAIK,Heidi,1,,CEC,Citizens Electoral Council,513,57,12,48,18,648,0.41
NSW,109,Calare,6975,ANDREN,Peter,2,#,IND,Independent,32676,2083,378,4209,1505,40851,-1.17
NSW,109,Calare,14316,ADAMS,Robyn,3,,ALP,Country Labor,10992,649,143,1217,438,13439,-4.04
NSW,109,Calare,14459,NUGENT,Stephen,4,,GRN,The Greens,1419,171,29,185,64,1868,0.77
NSW,109,Calare,14574,GRIFFITH,Robert,5,,NP,Nationals,8600,410,46,1075,351,10482,-7.64
NSW,109,Calare,15419,WOODS,Melanie,6,,FFP,Family First,741,67,9,111,31,959,1.18
NSW,109,Calare,14747,BLANCH,Paul,7,,LP,Liberal,10333,782,95,1239,638,13087,16.09
NSW,109,Calare,999,Informal,Informal,999,,,Informal,2570,156,35,176,43,2980,0.25
NSW,110,Charlton,14530,PRITCHARD,Suzanne,1,,GRN,The Greens,5679,649,45,388,203,6964,4.01
NSW,110,Charlton,15555,ROFFEY,Ben,2,,DEM,Australian Democrats,1197,126,8,88,94,1513,-3.13
NSW,110,Charlton,14704,STOW,David,3,,CEC,Citizens Electoral Council,287,36,3,34,20,380,0.49
NSW,110,Charlton,15402,SCARFE,Paul,4,,FFP,Family First,2817,178,29,193,100,3317,4.26
NSW,110,Charlton,14323,HOARE,Kelly,5,#,ALP,Australian Labor Party,30133,1962,182,1629,1859,35765,-0.11
NSW,110,Charlton,15353,JOHNSON,Bob,6,,HAN,Pauline Hanson's One Nation (NSW Division),1911,195,12,165,133,2416,-4.63
NSW,110,Charlton,14814,DARCEY,Kurt,7,,LP,Liberal,21655,1680,131,2130,1884,27480,2
NSW,110,Charlton,999,Informal,Informal,999,,,Informal,3542,269,26,133,89,4059,0.38
NSW,111,Chifley,14452,ROBERTSON,Debbie,1,,GRN,The Greens,3631,421,29,164,81,4326,4.33
NSW,111,Chifley,14850,ASARLOGLOU,Costa,2,,LP,Liberal,17637,1264,152,953,808,20814,3.56
NSW,111,Chifley,15404,HEATHCOTE,Robert,3,,FFP,Family First,905,156,13,92,45,1211,1.69
NSW,111,Chifley,13209,HYLAND,Wayne,4,,IND,Independent,665,89,6,56,34,850,0.4
NSW,111,Chifley,15152,VINCENT,Dave,5,,CDP,Christian Democratic Party (Fred Nile Group),2227,175,23,142,86,2653,1.21
NSW,111,Chifley,14315,PRICE,Roger,6,#,ALP,Australian Labor Party,34048,2012,269,2120,1387,39836,-0.65
NSW,111,Chifley,15358,COOKSLEY,Terry,7,,HAN,Pauline Hanson's One Nation (NSW Division),1244,135,9,100,91,1579,-4.01
NSW,111,Chifley,14743,RAND,Graham,8,,NAFD,,231,45,5,29,5,315,0.44
NSW,111,Chifley,999,Informal,Informal,999,,,Informal,7276,420,80,205,62,8043,0.9
NSW,112,Cook,15432,PHILLIPS,Peter,1,,NGST,No GST,772,131,15,66,51,1035,1.39
NSW,112,Cook,14176,BIRTLES,Corey,2,,GRN,The Greens,4192,476,44,288,144,5144,3.36
NSW,112,Cook,15552,MENDELSSOHN,David,3,,DEM,Australian Democrats,503,63,6,57,32,661,-2.88
NSW,112,Cook,14329,BUTTIGIEG,Mark,4,,ALP,Australian Labor Party,17033,1239,129,1266,926,20593,1.2
NSW,112,Cook,14794,BAIRD,Bruce,5,#,LP,Liberal,35374,2330,287,2858,2312,43161,1.81
NSW,112,Cook,12125,STRANG,Graeme,6,,IND,Independent,346,53,5,39,23,466,0.06
NSW,112,Cook,15357,FREW,Andy,7,,HAN,Pauline Hanson's One Nation (NSW Division),1293,107,16,89,77,1582,-3.84
NSW,112,Cook,15162,SMITH,Beth,8,,CDP,Christian Democratic Party (Fred Nile Group),1453,104,13,90,75,1735,0.65
NSW,112,Cook,999,Informal,Informal,999,,,Informal,3917,196,46,110,81,4350,0.88
NSW,113,Cowper,14388,WILLIAMS,Allan,1,,ALP,Australian Labor Party,20834,1393,238,1584,824,24873,-0.29
NSW,113,Cowper,15055,CARTY,John,2,,GRN,The Greens,5937,583,93,447,179,7239,3.8
NSW,113,Cowper,14591,HARTSUYKER,Luke,3,#,NP,Nationals,32316,1884,253,2745,1800,38998,20.31
NSW,113,Cowper,15595,KAPEEN,Trevor,4,,DEM,Australian Democrats,1184,106,18,107,53,1468,-0.82
NSW,113,Cowper,15408,MANN,Norm,5,,LEF,Lower Excise Fuel and Beer Party,1647,142,37,142,39,2007,-0.02
NSW,113,Cowper,15379,STOKES,Allan,6,,HAN,Pauline Hanson's One Nation (NSW Division),2531,207,37,223,100,3098,-3.07
NSW,113,Cowper,999,Informal,Informal,999,,,Informal,2827,179,44,153,70,3273,-0.07
NSW,114,Cunningham,15324,KEENE,James Stewart,1,,PLP,Progressive Labour Party,1391,149,7,158,69,1774,2.42
NSW,114,Cunningham,15559,EVANS,Tony,2,,DEM,Australian Democrats,523,44,1,67,51,686,-6.23
NSW,114,Cunningham,14450,FLANAGAN,John,3,,NCP,Non-Custodial Parents Party,289,20,0,34,12,355,0.48
NSW,114,Cunningham,14453,ORGAN,Michael,4,,GRN,The Greens,12127,797,44,1146,633,14747,13.49
NSW,114,Cunningham,15136,DAKERS,Jeff,5,,CDP,Christian Democratic Party (Fred Nile Group),2095,113,4,183,152,2547,0.99
NSW,114,Cunningham,15480,SCROGIE,Christopher,6,,LFF,liberals for forests,376,54,3,41,35,509,0.69
NSW,114,Cunningham,15514,WILCOCK,Paul,7,,IND,Independent,283,21,1,29,41,375,0.51
NSW,114,Cunningham,14380,BIRD,Sharon,8,#,ALP,Australian Labor Party,23929,991,60,2054,2007,29041,-4.55
NSW,114,Cunningham,15111,WILLIAMS,Chris,9,,SAL,Socialist Alliance,261,12,4,25,8,310,0.42
NSW,114,Cunningham,15426,MOULDS,David,10,,IND,Independent,1231,70,4,327,164,1796,2.45
NSW,114,Cunningham,14763,LARTER,John,11,,LP,Liberal,16898,805,33,1733,1646,21115,0.78
NSW,114,Cunningham,999,Informal,Informal,999,,,Informal,4515,207,8,195,123,5048,1.61
NSW,115,Dobell,15481,SANZARI,Frank,1,,LFF,liberals for forests,1083,244,13,107,40,1487,1.97
NSW,115,Dobell,15383,PATON,Naomi,2,,FFP,Family First,1267,205,20,97,67,1656,2.2
NSW,115,Dobell,14740,TICEHURST,Ken,3,#,LP,Liberal,30020,2343,195,2678,2111,37347,5.6
NSW,115,Dobell,14892,WALLACE,Les,4,,IND,Independent,301,76,5,28,20,430,0.57
NSW,115,Dobell,14311,MEHAN,David,5,,ALP,Australian Labor Party,22084,1788,177,1917,1451,27417,-6.32
NSW,115,Dobell,15445,CHIA,Siou Hong,6,,ORP,Outdoor Recreation Party,312,72,9,33,19,445,0.59
NSW,115,Dobell,14457,RICKARD,Scott Ian,7,,GRN,The Greens,3000,426,29,220,107,3782,2.07
NSW,115,Dobell,14196,UNGER,Paul,8,,IND,Independent,332,66,5,46,26,475,0.63
NSW,115,Dobell,15567,HASTIE,Carolyn,9,,DEM,Australian Democrats,508,66,6,36,31,647,-3.35
NSW,115,Dobell,14705,HUGHES,Steven,10,,CEC,Citizens Electoral Council,95,17,2,15,3,132,0.18
NSW,115,Dobell,15351,WEBBER,Andrew,11,,HAN,Pauline Hanson's One Nation (NSW Division),859,142,6,82,74,1163,-2.78
NSW,115,Dobell,14611,LAING-PEACH,James,12,,IND,Independent,309,59,7,25,17,417,0.55
NSW,115,Dobell,999,Informal,Informal,999,,,Informal,5243,390,59,244,101,6037,3.15
NSW,117,Eden-Monaro,14314,WATT,Kel,1,,ALP,Country Labor,26502,1150,178,3153,1609,32592,2
NSW,117,Eden-Monaro,14210,DIGNAN,Cecily,2,,GRN,The Greens,4928,353,34,637,304,6256,2.46
NSW,117,Eden-Monaro,15183,BENNETT,Ursula,3,,CDP,Christian Democratic Party (Fred Nile Group),920,64,6,127,53,1170,0.08
NSW,117,Eden-Monaro,14764,NAIRN,Gary,4,#,LP,Liberal,32365,1582,196,4286,2354,40783,7.4
NSW,117,Eden-Monaro,15356,TARLINTON,Don,5,,HAN,Pauline Hanson's One Nation (NSW Division),1209,87,6,150,89,1541,-1.76
NSW,117,Eden-Monaro,15450,QUILTY,Tim,6,,ORP,Outdoor Recreation Party,806,71,5,122,59,1063,1.26
NSW,117,Eden-Monaro,15618,AHMED,Nazia,7,,DEM,Australian Democrats,534,43,5,94,49,725,-2.43
NSW,117,Eden-Monaro,999,Informal,Informal,999,,,Informal,3488,150,15,288,91,4032,0.15
NSW,118,Farrer,14304,MATHEWS,Nico,1,,ALP,Country Labor,14726,496,134,1228,770,17354,1.85
NSW,118,Farrer,15400,WELLER,Jennifer,2,,FFP,Family First,1117,39,30,122,87,1395,1.83
NSW,118,Farrer,15531,MORGAN,Matt,3,,IND,Independent,527,22,6,97,30,682,0.9
NSW,118,Farrer,14749,LEY,Sussan,4,#,LP,Liberal,40529,1301,241,3298,2935,48304,25.82
NSW,118,Farrer,14703,LAHY,Chris,5,,CEC,Citizens Electoral Council,265,18,6,18,11,318,0.42
NSW,118,Farrer,15590,KOVACS,Frank,6,,DEM,Australian Democrats,360,15,4,45,39,463,-1.98
NSW,118,Farrer,15578,BURBIDGE,John,7,,IND,Independent,1714,52,16,125,49,1956,2.57
NSW,118,Farrer,15352,JONES,Ray,8,,HAN,Pauline Hanson's One Nation (NSW Division),1330,45,18,123,102,1618,-4.22
NSW,118,Farrer,15178,BURN,Ian Paul,9,,CDP,Christian Democratic Party (Fred Nile Group),1089,34,5,80,67,1275,1.68
NSW,118,Farrer,15216,ROWSTON,Bruce,10,,GRN,The Greens,2165,126,21,311,109,2732,0.17
NSW,118,Farrer,999,Informal,Informal,999,,,Informal,5007,114,31,215,97,5464,0.31
NSW,119,Fowler,14161,TYRRELL,Pauline,1,,GRN,The Greens,4393,498,41,153,79,5164,4.89
NSW,119,Fowler,15547,NUNEZ,Jose,2,,IND,Independent,1345,139,12,56,42,1594,2.27
NSW,119,Fowler,14722,JOHNSON,Hal,3,,CEC,Citizens Electoral Council,998,92,13,45,14,1162,-1.56
NSW,119,Fowler,14341,IRWIN,Julia,4,#,ALP,Australian Labor Party,39190,2370,265,1078,1238,44141,2.08
NSW,119,Fowler,14746,POWRIE,Philip,5,,LP,Liberal,15205,1389,85,616,958,18253,7.92
NSW,119,Fowler,999,Informal,Informal,999,,,Informal,6392,376,37,126,117,7048,-3.64
NSW,120,Gilmore,15364,HARDING,Col,1,,HAN,Pauline Hanson's One Nation (NSW Division),1280,171,25,192,94,1762,-3.6
NSW,120,Gilmore,15163,GREEN,Paul,2,,CDP,Christian Democratic Party (Fred Nile Group),2696,174,31,390,90,3381,2.59
NSW,120,Gilmore,14322,PIKETT,Megan,3,,ALP,Australian Labor Party,19471,1303,160,2878,1023,24835,4.95
NSW,120,Gilmore,14269,VAN DER WIJNGAART,Ben,4,,GRN,The Greens,4755,559,60,677,183,6234,2.29
NSW,120,Gilmore,14731,McCLUNG,Jean,5,,CEC,Citizens Electoral Council,130,17,1,23,5,176,0.07
NSW,120,Gilmore,14837,GASH,Joanna,6,#,LP,Liberal,33010,2177,260,5960,2316,43723,-1.53
NSW,120,Gilmore,999,Informal,Informal,999,,,Informal,2897,230,35,309,71,3542,-0.11
NSW,121,Grayndler,14220,MYERS,Philip,1,,GRN,The Greens,12695,1510,175,992,542,15914,8.02
NSW,121,Grayndler,15099,JOHNSON,Sue,2,,SAL,Socialist Alliance,803,109,16,50,32,1010,1.34
NSW,121,Grayndler,15570,HARRISON,Jen,3,,DEM,Australian Democrats,1189,164,24,115,87,1579,-7.03
NSW,121,Grayndler,14384,ALBANESE,Anthony,4,#,ALP,Australian Labor Party,32318,2478,381,1945,1512,38634,2.03
NSW,121,Grayndler,14759,KOKKOLIS,Stephanie,5,,LP,Liberal,14902,1374,107,936,1028,18347,1.38
NSW,121,Grayndler,999,Informal,Informal,999,,,Informal,3788,264,58,128,84,4322,-1.14
NSW,122,Greenway,14528,LOPEZ,Jean,1,,SAS,Save the ADI Site Party,1049,160,16,87,50,1362,1.79
NSW,122,Greenway,14254,CHIDIAC,Joe,2,,FPY,The Fishing Party,667,128,8,56,22,881,1.16
NSW,122,Greenway,15446,BAYLEY,Grant,3,,ORP,Outdoor Recreation Party,628,86,8,25,25,772,1.02
NSW,122,Greenway,14200,IVOR,F,4,,IND,Independent,322,49,7,27,15,420,0.55
NSW,122,Greenway,15561,KING,David,5,,DEM,Australian Democrats,492,87,8,45,40,672,-2.82
NSW,122,Greenway,15393,O'NEILL,Astrid,6,,GRN,The Greens,2226,277,21,129,77,2730,0.96
NSW,122,Greenway,14309,HUSIC,Ed,7,,ALP,Australian Labor Party,25946,1527,220,1422,1274,30389,-2.61
NSW,122,Greenway,15366,PETTITT,Tony,8,,HAN,Pauline Hanson's One Nation (NSW Division),799,100,8,58,75,1040,-4.1
NSW,122,Greenway,15483,HOULTON,Julie-Anne,9,,LFF,liberals for forests,703,118,9,39,26,895,1.18
NSW,122,Greenway,15155,TAN,Greg,10,,CDP,Christian Democratic Party (Fred Nile Group),1828,141,7,68,98,2142,-2.81
NSW,122,Greenway,12985,TANDA,Amarjit,11,,IND,Independent,230,23,3,9,2,267,-0.47
NSW,122,Greenway,14779,MARKUS,Louise,12,#,LP,Liberal,28173,1788,183,1613,1596,33353,7.02
NSW,122,Greenway,14757,REVES,Goran,13,,CEC,Citizens Electoral Council,67,5,1,2,4,79,0.1
NSW,122,Greenway,15395,DORHAUER,John,14,,FFP,Family First,688,95,10,47,37,877,1.16
NSW,122,Greenway,999,Informal,Informal,999,,,Informal,9163,563,66,221,170,10183,5.04
NSW,123,Gwydir,14573,ANDERSON,John,1,#,NP,Nationals,37314,3614,254,3274,2495,46951,9.32
NSW,123,Gwydir,14321,SIMS,Glenn Richard,2,,ALP,Country Labor,14462,1325,149,893,567,17396,0.3
NSW,123,Gwydir,15046,ANDERSON,Michael John,3,,GRN,The Greens,2614,415,39,224,107,3399,2.76
NSW,123,Gwydir,14752,STRINGER,Richard,4,,CEC,Citizens Electoral Council,703,47,4,34,20,808,-0.49
NSW,123,Gwydir,15384,ROGERS,Colin,5,,HAN,Pauline Hanson's One Nation (NSW Division),2763,274,30,193,181,3441,-5.5
NSW,123,Gwydir,12990,HAIGH,Bruce,6,,IND,Independent,3025,264,22,271,215,3797,-1.03
NSW,123,Gwydir,999,Informal,Informal,999,,,Informal,2448,163,38,132,49,2830,-0.93
NSW,124,Hughes,15599,BUNT,Rob,1,,DEM,Australian Democrats,910,127,6,73,46,1162,-2.08
NSW,124,Hughes,14781,VALE,Danna,2,#,LP,Liberal,36415,2816,169,2481,1845,43726,1.67
NSW,124,Hughes,14312,HOLLAND,Greg,3,,ALP,Australian Labor Party,21027,1554,112,1190,856,24739,0.04
NSW,124,Hughes,15149,VANDERJAGT,John,4,,CDP,Christian Democratic Party (Fred Nile Group),2195,181,10,128,75,2589,1.15
NSW,124,Hughes,15222,DIXON,Lorraine,5,,GRN,The Greens,4459,476,35,242,160,5372,2.23
NSW,124,Hughes,14274,DAVIS,Bob,6,,VET,"Ex-Service, Service & Veterans Party",1207,135,8,83,71,1504,1.9
NSW,124,Hughes,999,Informal,Informal,999,,,Informal,3724,278,32,122,64,4220,0.99
NSW,125,Hume,15171,PEET,Geoff,1,,CDP,Christian Democratic Party (Fred Nile Group),2389,202,24,183,82,2880,3.56
NSW,125,Hume,15575,MINISSALE,Giuseppe,2,,DEM,Australian Democrats,539,83,7,55,29,713,-3.88
NSW,125,Hume,15381,MARTIN,Peter,3,,IND,Independent,787,106,6,79,45,1023,1.26
NSW,125,Hume,15292,SCHOFIELD,Arthur,4,,IND,Independent,816,82,13,60,40,1011,1.25
NSW,125,Hume,14766,SCHULTZ,Alby,5,#,LP,Liberal,37763,3006,249,3212,2422,46652,4.64
NSW,125,Hume,14347,SHANNON,Graeme,6,,ALP,Australian Labor Party,18954,1436,151,1436,885,22862,-1.34
NSW,125,Hume,14219,HORTON,David Robert,7,,GRN,The Greens,4147,527,30,394,166,5264,2.16
NSW,125,Hume,14728,COSGROVE,Lindsay,8,,CEC,Citizens Electoral Council,400,68,1,49,23,541,0.67
NSW,125,Hume,999,Informal,Informal,999,,,Informal,4111,305,25,162,66,4669,1.9
NSW,126,Hunter,14365,FITZGIBBON,Joel,1,#,ALP,Australian Labor Party,35968,2151,223,3117,1757,43216,1.28
NSW,126,Hunter,14383,SUWALD,Kerry,2,,GRN,The Greens,4255,456,22,326,136,5195,1.92
NSW,126,Hunter,12778,FOX,Bill,3,,IND,Independent,2095,206,13,203,101,2618,3.25
NSW,126,Hunter,15413,SCHOLES,Neil,4,,HAN,Pauline Hanson's One Nation (NSW Division),2066,166,14,180,117,2543,-7.16
NSW,126,Hunter,14578,BLACK,Beth,5,,NP,Nationals,17965,1077,58,1624,897,21621,-0.69
NSW,126,Hunter,14717,LAWLER,Ann,6,,CEC,Citizens Electoral Council,2174,150,12,168,86,2590,1.76
NSW,126,Hunter,15430,WOODS,Michael,7,,FFP,Family First,927,115,9,84,41,1176,1.46
NSW,126,Hunter,15150,MELBOURNE,Adrian,8,,CDP,Christian Democratic Party (Fred Nile Group),1373,104,7,102,87,1673,2.07
NSW,126,Hunter,999,Informal,Informal,999,,,Informal,3940,245,18,240,69,4512,1.88
NSW,127,Kingsford Smith,14336,GARRETT,Peter,1,#,ALP,Australian Labor Party,30099,2124,397,2481,1464,36565,1.91
NSW,127,Kingsford Smith,15221,COGAN,James,2,,NAFD,,177,7,3,19,8,214,0.29
NSW,127,Kingsford Smith,14141,MATTHEWS,Charles,3,,IND,Independent,2037,122,13,192,141,2505,3.4
NSW,127,Kingsford Smith,14218,GILROY,Reg Stewart,4,,NGST,No GST,411,56,6,56,34,563,0.76
NSW,127,Kingsford Smith,15572,TILLOTSON,Nicole,5,,DEM,Australian Democrats,554,81,7,56,49,747,-4.19
NSW,127,Kingsford Smith,15365,WINTER,Anna,6,,HAN,Pauline Hanson's One Nation (NSW Division),575,76,11,48,69,779,-3.8
NSW,127,Kingsford Smith,14696,ROBERT,Hannah,7,,GRN,The Greens,4306,507,53,383,181,5430,0.1
NSW,127,Kingsford Smith,14909,PRASSAS,Nicholas,8,,LP,Liberal,21698,1374,206,1887,1474,26639,1.88
NSW,127,Kingsford Smith,15168,FRANCES,Maureen,9,,SAL,Socialist Alliance,223,18,1,17,14,273,0.37
NSW,127,Kingsford Smith,999,Informal,Informal,999,,,Informal,5951,327,83,300,129,6790,2.29
NSW,128,Lindsay,14615,DERRIG,Garth,1,,NGST,No GST,893,158,8,57,40,1156,0.85
NSW,128,Lindsay,14901,ANDERSON,Bruce,2,,CEC,Citizens Electoral Council,111,22,3,8,4,148,0.2
NSW,128,Lindsay,14910,KELLY,Jackie,3,#,LP,Liberal,29268,2114,166,2016,1555,35119,1.14
NSW,128,Lindsay,15391,WATSON,Megan,4,,FFP,Family First,820,88,13,46,39,1006,1.38
NSW,128,Lindsay,15256,PHILLIPS,John,5,,CDP,Christian Democratic Party (Fred Nile Group),1747,119,8,94,58,2026,0.13
NSW,128,Lindsay,14332,BRADBURY,David,6,,ALP,Australian Labor Party,23143,1439,147,1389,999,27117,2.52
NSW,128,Lindsay,15458,WORRALL,Gabrielle,7,,GRN,The Greens,2075,258,16,130,68,2547,1
NSW,128,Lindsay,15562,WATERS,Geraldine,8,,DEM,Australian Democrats,499,55,2,33,26,615,-1.32
NSW,128,Lindsay,14526,BATES,Barbie,9,,SAS,Save the ADI Site Party,1708,105,7,84,49,1953,-0.6
NSW,128,Lindsay,15369,KEDWELL,Louise,10,,HAN,Pauline Hanson's One Nation (NSW Division),1077,119,9,79,83,1367,-3.28
NSW,128,Lindsay,999,Informal,Informal,999,,,Informal,5235,368,49,139,89,5880,1.31
NSW,129,Lowe,14880,MURPHY,Shireen,1,,GRN,The Greens,5731,586,50,397,293,7057,5.04
NSW,129,Lowe,15494,AVERY,Timothy,2,,LFF,liberals for forests,503,109,3,59,43,717,0.94
NSW,129,Lowe,15184,RAHME,Peter,3,,CDP,Christian Democratic Party (Fred Nile Group),1226,95,8,96,94,1519,1.99
NSW,129,Lowe,15602,PACE,Biannca,4,,DEM,Australian Democrats,780,95,9,72,57,1013,-3.16
NSW,129,Lowe,14362,MURPHY,John,5,#,ALP,Australian Labor Party,27704,1542,221,1626,1684,32777,-1.88
NSW,129,Lowe,15373,MASON,John,6,,HAN,Pauline Hanson's One Nation (NSW Division),488,75,4,56,55,678,-1.06
NSW,129,Lowe,14947,SIDOTI,John,7,,LP,Liberal,27276,1612,186,1540,2040,32654,0.77
NSW,129,Lowe,999,Informal,Informal,999,,,Informal,4771,245,51,158,129,5354,0.75
NSW,130,Lyne,15564,WILDBLOOD,Peter,1,,DEM,Australian Democrats,1088,159,19,102,33,1401,-1.11
